FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,TailStrike,AccidentRisk
3056,Type A,94,Average,62,4,Cloudy,0,7314,3.3564321473827885,No,Highly Likely to Crash
3057,Type C,67,Average,76,4,Stormy,2,16685,12.367954396385183,Yes,Highly Likely to Crash
3058,Type B,63,Good,68,2,Cloudy,2,4472,1.1009967839238095,No,Highly Likely to Crash
3059,Type A,85,Poor,98,2,Cloudy,1,8094,8.420819662795463,Yes,Highly Likely to Crash
3060,Type C,85,Poor,50,2,Clear,2,17286,8.235044458245433,No,Highly Likely to Crash
3061,Type B,69,Average,87,3,Cloudy,3,7699,9.733500030525477,Yes,Highly Likely to Crash
3062,Type C,68,Good,68,1,Cloudy,2,6764,4.35580742468545,Yes,Highly Likely to Crash
3063,Type A,94,Good,50,0,Cloudy,1,16374,1.13799561902282,No,Less Likely to Crash
3064,Type A,93,Good,89,2,Clear,1,4980,7.366680825979592,Yes,Inconclusive
3065,Type A,56,Average,66,5,Stormy,2,7119,1.9996869576155634,No,Highly Likely to Crash
3066,Type A,93,Good,70,0,Clear,3,3107,13.490714415296154,Yes,Less Likely to Crash
3067,Type B,53,Good,71,0,Stormy,3,9882,3.4313285596484278,Yes,Highly Likely to Crash
3068,Type B,83,Good,64,0,Stormy,1,9080,6.953261544981248,No,Inconclusive
3069,Type C,51,Poor,99,2,Cloudy,3,17673,7.076005463365372,No,Highly Likely to Crash
3070,Type A,54,Average,88,2,Cloudy,3,1994,8.740105069734867,No,Highly Likely to Crash
3071,Type C,59,Poor,97,1,Clear,0,19635,11.955452882785561,Yes,Highly Likely to Crash
3072,Type B,81,Poor,88,2,Clear,0,14888,7.610074107122914,No,Highly Likely to Crash
3073,Type A,91,Average,81,2,Clear,3,7210,1.3605457410866235,Yes,Inconclusive
3074,Type A,90,Poor,98,0,Cloudy,3,1320,11.795545756451252,No,Highly Likely to Crash
3075,Type B,62,Good,53,1,Stormy,0,12728,2.150426404692481,No,Highly Likely to Crash
3076,Type B,88,Good,93,4,Clear,0,19253,9.981746091624098,No,Highly Likely to Crash
3077,Type B,54,Good,94,2,Stormy,0,18347,12.248013121126537,No,Highly Likely to Crash
3078,Type B,59,Good,81,5,Cloudy,1,18791,4.957662414734613,No,Highly Likely to Crash
3079,Type B,59,Average,53,2,Cloudy,1,11757,7.287490743576437,Yes,Highly Likely to Crash
3080,Type A,87,Poor,50,4,Cloudy,0,12337,1.2007017906014328,Yes,Highly Likely to Crash
3081,Type B,76,Poor,82,0,Cloudy,0,12720,12.254252794258395,No,Highly Likely to Crash
3082,Type A,100,Good,56,1,Stormy,0,4465,10.845655258891469,No,Inconclusive
3083,Type A,70,Good,58,0,Stormy,1,13538,4.239423521429803,No,Inconclusive
3084,Type B,57,Poor,50,3,Clear,1,10008,6.46316677012105,Yes,Highly Likely to Crash
3085,Type B,50,Average,65,2,Stormy,3,17065,10.73443102521556,Yes,Highly Likely to Crash
3086,Type A,77,Poor,67,5,Stormy,2,6500,6.014283705916894,No,Highly Likely to Crash
3087,Type B,98,Good,96,3,Stormy,3,9652,3.273806857807797,Yes,Inconclusive
3088,Type B,88,Good,55,2,Clear,2,17873,8.259077404290714,Yes,Inconclusive
3089,Type B,63,Average,51,3,Stormy,2,10417,11.129945984010158,No,Highly Likely to Crash
3090,Type C,70,Poor,58,4,Stormy,2,15154,5.491333098041242,Yes,Highly Likely to Crash
3091,Type A,79,Average,53,2,Stormy,3,1206,2.7048118030224093,Yes,Inconclusive
3092,Type C,70,Average,94,5,Cloudy,1,5347,12.613618265367675,Yes,Highly Likely to Crash
3093,Type B,98,Good,72,2,Stormy,1,18504,4.539226130259723,Yes,Inconclusive
3094,Type C,58,Poor,92,3,Clear,1,13393,8.17940935749249,No,Highly Likely to Crash
3095,Type B,66,Good,94,1,Clear,1,5149,10.678804092849402,Yes,Highly Likely to Crash
3096,Type C,54,Poor,92,3,Clear,3,12113,5.439052805519091,Yes,Highly Likely to Crash
3097,Type B,80,Good,100,2,Clear,0,7096,10.080911523213857,Yes,Inconclusive
3098,Type C,89,Good,57,2,Cloudy,2,14438,7.435933090181396,No,Inconclusive
3099,Type C,87,Poor,88,1,Clear,1,9114,8.986113171733844,No,Highly Likely to Crash
3100,Type C,92,Poor,74,0,Cloudy,1,10606,9.268065450637197,No,Highly Likely to Crash
3101,Type A,68,Good,65,1,Cloudy,3,12777,12.538109616556406,No,Highly Likely to Crash
3102,Type C,85,Poor,84,0,Cloudy,2,15948,10.18856782809471,No,Highly Likely to Crash
3103,Type A,99,Good,66,5,Clear,1,13633,4.700293690581747,No,Highly Likely to Crash
3104,Type B,82,Poor,67,2,Clear,0,11874,1.8344607759382476,No,Highly Likely to Crash
3105,Type C,62,Good,76,4,Cloudy,1,5146,1.0277976170518583,Yes,Highly Likely to Crash
3106,Type B,63,Good,64,4,Cloudy,2,14208,13.661843386737937,Yes,Highly Likely to Crash
3107,Type B,82,Good,66,3,Clear,0,6590,14.189540725230888,Yes,Inconclusive
3108,Type C,78,Average,92,1,Stormy,3,13284,2.3175608273053507,Yes,Inconclusive
3109,Type A,92,Poor,54,1,Stormy,0,11779,7.818750655951472,No,Highly Likely to Crash
3110,Type C,98,Good,65,4,Stormy,2,15892,3.122332848447482,Yes,Highly Likely to Crash
3111,Type B,85,Average,64,0,Clear,2,11484,14.282487213857184,Yes,Inconclusive
3112,Type B,93,Good,91,1,Clear,0,3036,4.455655235515332,No,Inconclusive
3113,Type C,59,Average,95,0,Cloudy,1,7379,8.023059338357985,Yes,Highly Likely to Crash
3114,Type A,80,Good,83,0,Clear,2,15293,3.3186826842608346,No,Inconclusive
3115,Type A,55,Good,97,0,Clear,0,7938,5.658655183042872,No,Highly Likely to Crash
3116,Type B,50,Average,68,0,Clear,2,19395,4.735289052980533,Yes,Highly Likely to Crash
3117,Type B,56,Average,57,3,Cloudy,1,18974,7.655964601610599,Yes,Highly Likely to Crash
3118,Type A,76,Poor,96,3,Cloudy,1,5134,6.876947468310078,No,Highly Likely to Crash
3119,Type C,70,Poor,59,4,Stormy,0,17451,5.631169124405254,Yes,Highly Likely to Crash
3120,Type B,77,Average,54,3,Stormy,3,17004,2.4822866470777694,No,Inconclusive
3121,Type A,65,Poor,97,5,Clear,3,7268,7.782818308097275,Yes,Highly Likely to Crash
3122,Type B,95,Average,75,1,Clear,1,9007,12.902912253281732,Yes,Inconclusive
3123,Type C,72,Poor,71,5,Cloudy,3,15857,11.223126712197924,Yes,Highly Likely to Crash
3124,Type A,69,Good,93,3,Stormy,1,1120,11.088048378277373,No,Highly Likely to Crash
3125,Type B,87,Poor,72,1,Stormy,3,953,6.125284314434322,No,Highly Likely to Crash
3126,Type C,74,Good,62,1,Stormy,1,19618,10.91786712954872,Yes,Inconclusive
3127,Type B,77,Good,58,0,Clear,2,14331,7.517440739598861,Yes,Inconclusive
3128,Type C,54,Poor,98,4,Clear,0,1458,3.10386527173437,No,Highly Likely to Crash
3129,Type C,70,Average,69,0,Clear,0,10700,6.866696499692714,No,Inconclusive
3130,Type A,67,Good,77,0,Cloudy,3,1262,2.858340834442364,No,Highly Likely to Crash
3131,Type C,96,Good,93,5,Stormy,0,15569,2.6027594646915024,No,Highly Likely to Crash
3132,Type B,55,Poor,86,3,Cloudy,3,14197,1.3228303184065502,Yes,Highly Likely to Crash
3133,Type C,78,Average,73,5,Stormy,1,18935,4.959960213571832,No,Highly Likely to Crash
3134,Type C,68,Average,93,3,Clear,2,15629,5.632246979387228,No,Highly Likely to Crash
3135,Type A,82,Poor,82,5,Cloudy,0,8888,10.792211981138896,No,Highly Likely to Crash
3136,Type C,50,Average,69,1,Cloudy,2,17144,8.53206698838697,No,Highly Likely to Crash
3137,Type C,94,Poor,97,3,Clear,0,7246,13.018295968746369,Yes,Highly Likely to Crash
3138,Type B,52,Poor,79,3,Stormy,1,6390,3.470588773879191,Yes,Highly Likely to Crash
3139,Type A,91,Poor,93,5,Stormy,0,6553,4.723393042037396,Yes,Highly Likely to Crash
3140,Type A,70,Good,58,2,Stormy,0,1780,14.17506555600782,No,Inconclusive
3141,Type A,84,Good,94,1,Stormy,1,17019,7.216633468917401,No,Inconclusive
3142,Type C,90,Good,98,1,Clear,3,8377,12.04671320268118,Yes,Inconclusive
3143,Type A,89,Poor,66,2,Clear,3,3045,7.890347081092848,Yes,Highly Likely to Crash
3144,Type C,52,Good,85,5,Clear,1,14947,7.595199198360466,No,Highly Likely to Crash
3145,Type C,74,Good,63,5,Clear,3,12177,3.0736280324149936,No,Highly Likely to Crash
3146,Type B,94,Good,68,1,Cloudy,0,9060,12.916794553280207,Yes,Inconclusive
3147,Type B,87,Poor,56,5,Cloudy,2,4162,2.096973927666885,No,Highly Likely to Crash
3148,Type B,94,Poor,52,4,Cloudy,1,16237,5.343655325142581,Yes,Highly Likely to Crash
3149,Type B,69,Poor,82,4,Clear,0,13555,10.428553004082511,No,Highly Likely to Crash
3150,Type B,93,Good,93,2,Stormy,1,7229,8.101605711312416,Yes,Inconclusive
3151,Type C,94,Average,81,3,Cloudy,2,13298,13.339296577601507,No,Inconclusive
3152,Type C,83,Good,96,4,Cloudy,0,5308,1.550171339030823,No,Highly Likely to Crash
3153,Type A,70,Good,60,5,Clear,0,8548,10.091705272996222,No,Highly Likely to Crash
3154,Type C,97,Poor,91,2,Stormy,2,13607,7.684516588779748,Yes,Highly Likely to Crash
3155,Type C,72,Poor,51,4,Stormy,2,7020,3.1603655285471133,No,Highly Likely to Crash
3156,Type B,55,Good,75,0,Stormy,3,17428,11.405526699576308,No,Highly Likely to Crash
3157,Type C,100,Good,53,2,Clear,0,3923,6.7582959756843355,No,Inconclusive
3158,Type B,62,Average,66,1,Stormy,2,4983,8.442146659313568,Yes,Highly Likely to Crash
3159,Type A,98,Average,66,4,Cloudy,2,13027,14.541724929083516,No,Highly Likely to Crash
3160,Type A,72,Poor,77,1,Cloudy,0,7619,7.80722113435264,Yes,Highly Likely to Crash
3161,Type C,58,Average,79,2,Cloudy,3,17981,12.527220117820999,No,Highly Likely to Crash
3162,Type A,66,Average,89,4,Clear,1,11218,11.77408532677742,Yes,Highly Likely to Crash
3163,Type C,51,Poor,72,1,Stormy,3,15873,10.278564281193185,Yes,Highly Likely to Crash
3164,Type A,68,Average,95,3,Clear,2,5935,13.55537000690467,No,Highly Likely to Crash
3165,Type B,68,Good,73,3,Stormy,1,12855,4.522423057120532,Yes,Highly Likely to Crash
3166,Type B,56,Average,78,0,Clear,1,18827,12.490797240547284,No,Highly Likely to Crash
3167,Type B,91,Poor,53,5,Cloudy,3,2219,6.2890248375627955,No,Highly Likely to Crash
3168,Type B,91,Good,87,2,Clear,1,6268,12.374872461137098,No,Inconclusive
3169,Type C,69,Average,78,5,Clear,2,12381,7.913041583637154,No,Highly Likely to Crash
3170,Type A,58,Good,68,5,Clear,0,9666,13.007929541205302,Yes,Highly Likely to Crash
3171,Type C,66,Good,76,1,Cloudy,0,17298,13.527809527701809,Yes,Highly Likely to Crash
3172,Type B,76,Average,78,0,Clear,0,9542,9.367014259577617,Yes,Inconclusive
3173,Type C,96,Average,85,2,Clear,3,12469,8.10677739563743,Yes,Inconclusive
3174,Type A,51,Poor,84,3,Cloudy,0,19612,11.96592200665268,Yes,Highly Likely to Crash
3175,Type C,85,Poor,55,5,Stormy,0,7703,4.737806844508427,No,Highly Likely to Crash
3176,Type A,68,Good,72,1,Clear,0,5141,1.2148815374848019,No,Highly Likely to Crash
3177,Type C,66,Poor,88,5,Cloudy,1,14874,6.699324158566773,Yes,Highly Likely to Crash
3178,Type A,54,Good,95,4,Clear,1,15046,8.108837860554877,Yes,Highly Likely to Crash
3179,Type A,88,Good,93,3,Cloudy,1,17625,5.161678072142591,No,Inconclusive
3180,Type B,67,Poor,97,5,Stormy,2,14602,6.367066344328744,Yes,Highly Likely to Crash
3181,Type A,56,Poor,57,4,Stormy,2,1091,2.8628152608253252,Yes,Highly Likely to Crash
3182,Type B,66,Poor,51,4,Clear,2,1249,4.882058647149116,Yes,Highly Likely to Crash
3183,Type B,88,Average,62,1,Cloudy,0,2719,4.361334870804029,Yes,Inconclusive
3184,Type B,85,Good,89,1,Stormy,1,9529,5.213815953574782,No,Inconclusive
3185,Type C,89,Good,70,4,Stormy,2,15277,5.186757547569134,No,Highly Likely to Crash
3186,Type C,94,Good,80,0,Cloudy,3,11822,8.825557194666589,Yes,Less Likely to Crash
3187,Type C,53,Poor,97,5,Clear,1,12173,4.508357162745018,No,Highly Likely to Crash
3188,Type C,87,Poor,85,4,Stormy,0,9225,14.17345768675844,Yes,Highly Likely to Crash
3189,Type A,74,Poor,97,4,Stormy,1,13154,8.157847625086688,No,Highly Likely to Crash
3190,Type A,54,Poor,87,1,Stormy,0,10465,2.8055240897367435,Yes,Highly Likely to Crash
3191,Type C,79,Poor,76,5,Clear,2,8008,4.914487787339974,No,Highly Likely to Crash
3192,Type A,61,Average,85,2,Stormy,0,19537,11.216604945899157,No,Highly Likely to Crash
3193,Type A,53,Poor,97,3,Cloudy,0,15591,1.1912265373301845,No,Highly Likely to Crash
3194,Type B,73,Good,72,1,Clear,3,3070,14.129451806757315,Yes,Inconclusive
3195,Type B,78,Poor,70,5,Stormy,1,764,7.232476904161286,No,Highly Likely to Crash
3196,Type B,58,Good,62,5,Cloudy,0,16525,8.295106321313954,No,Highly Likely to Crash
3197,Type B,53,Poor,86,0,Cloudy,3,13849,14.837771301753392,Yes,Highly Likely to Crash
3198,Type A,100,Poor,96,3,Clear,3,18918,8.047643203990642,Yes,Highly Likely to Crash
3199,Type C,73,Good,75,1,Cloudy,3,9073,14.268415922467616,Yes,Inconclusive
3200,Type A,63,Good,89,1,Clear,2,11988,13.813235621104159,Yes,Highly Likely to Crash
3201,Type A,54,Good,56,2,Clear,2,9858,14.178417401326978,Yes,Highly Likely to Crash
3202,Type A,67,Good,95,0,Clear,0,11170,12.373222804893095,No,Highly Likely to Crash
3203,Type B,91,Average,88,0,Cloudy,1,888,5.149573183808236,Yes,Inconclusive
3204,Type B,68,Good,71,5,Clear,2,2571,5.849354773003741,Yes,Highly Likely to Crash
3205,Type B,61,Poor,88,5,Clear,2,15468,6.109776954528972,No,Highly Likely to Crash
3206,Type C,67,Poor,72,1,Cloudy,0,14954,14.708531754570732,Yes,Highly Likely to Crash
3207,Type A,66,Average,79,2,Clear,0,8340,6.050577055610081,Yes,Highly Likely to Crash
3208,Type C,79,Good,67,1,Stormy,2,12349,2.521650329057327,No,Inconclusive
3209,Type B,73,Poor,91,4,Cloudy,0,10931,11.896604524892123,No,Highly Likely to Crash
3210,Type C,60,Average,67,5,Cloudy,3,7130,6.124886082148736,Yes,Highly Likely to Crash
3211,Type A,84,Poor,95,4,Cloudy,0,15468,9.693102764161807,Yes,Highly Likely to Crash
3212,Type A,72,Average,59,2,Stormy,3,13508,13.941045771695538,No,Inconclusive
3213,Type B,66,Average,88,1,Clear,2,15219,9.057078074892619,Yes,Highly Likely to Crash
3214,Type B,50,Good,79,5,Cloudy,1,3359,9.92780249701043,No,Highly Likely to Crash
3215,Type C,64,Average,75,2,Cloudy,3,2893,10.000075902511904,No,Highly Likely to Crash
3216,Type B,81,Poor,56,1,Cloudy,1,14591,9.573588600619214,No,Highly Likely to Crash
3217,Type B,58,Poor,56,1,Stormy,2,2550,3.2367712847333574,Yes,Highly Likely to Crash
3218,Type A,64,Good,54,4,Stormy,0,3621,7.389815806482576,Yes,Highly Likely to Crash
3219,Type B,77,Good,50,3,Stormy,3,9616,1.1072962796788184,Yes,Inconclusive
3220,Type B,73,Average,95,0,Clear,3,5471,9.767707257054663,No,Inconclusive
3221,Type A,84,Good,67,5,Clear,2,12267,9.055016130367346,Yes,Highly Likely to Crash
3222,Type A,71,Poor,62,0,Stormy,2,3854,5.453921069371495,Yes,Highly Likely to Crash
3223,Type C,76,Poor,74,2,Clear,0,4974,8.334537044382852,No,Highly Likely to Crash
3224,Type B,68,Good,89,0,Stormy,1,3897,7.9028089467130735,Yes,Highly Likely to Crash
3225,Type A,94,Good,57,4,Clear,3,6781,4.512813023191517,Yes,Highly Likely to Crash
3226,Type C,61,Good,59,3,Clear,1,12912,5.106025673296301,No,Highly Likely to Crash
3227,Type C,69,Average,81,5,Stormy,3,19865,11.675573952802509,No,Highly Likely to Crash
3228,Type B,50,Average,66,1,Cloudy,3,16251,11.580252468544204,No,Highly Likely to Crash
3229,Type B,70,Poor,87,1,Cloudy,0,6021,7.5769501033577935,Yes,Highly Likely to Crash
3230,Type C,98,Average,64,4,Clear,3,3972,11.045125333823714,Yes,Highly Likely to Crash
3231,Type A,94,Average,64,5,Clear,3,19501,7.311217923233106,Yes,Highly Likely to Crash
3232,Type C,50,Average,97,0,Clear,2,5981,12.919236488545849,No,Highly Likely to Crash
3233,Type B,59,Average,89,1,Clear,0,6709,5.659293550920586,Yes,Highly Likely to Crash
3234,Type A,96,Poor,100,0,Clear,2,9123,13.982094997835615,Yes,Highly Likely to Crash
3235,Type A,81,Good,69,4,Clear,3,9804,8.591971107905392,Yes,Highly Likely to Crash
3236,Type C,88,Poor,64,1,Stormy,0,13643,8.49963005511651,No,Highly Likely to Crash
3237,Type B,71,Average,84,2,Cloudy,3,10745,10.391345380564612,Yes,Inconclusive
3238,Type C,67,Good,55,3,Cloudy,0,12945,5.771984151405582,No,Highly Likely to Crash
3239,Type C,97,Good,79,0,Stormy,1,8046,11.140613992699882,Yes,Less Likely to Crash
3240,Type C,95,Good,57,5,Stormy,1,19333,5.485951436877679,No,Highly Likely to Crash
3241,Type A,81,Poor,80,0,Cloudy,0,6302,6.565543619422999,No,Highly Likely to Crash
3242,Type A,76,Good,97,0,Cloudy,3,1044,10.445848115102795,Yes,Inconclusive
3243,Type B,77,Poor,96,0,Clear,0,7152,6.29828741821934,Yes,Highly Likely to Crash
3244,Type B,67,Poor,81,4,Cloudy,3,16552,3.7996377176328497,No,Highly Likely to Crash
3245,Type C,88,Average,94,4,Clear,1,3128,13.206620422857094,No,Highly Likely to Crash
3246,Type C,98,Average,64,5,Clear,3,3951,13.910175331114406,Yes,Highly Likely to Crash
3247,Type C,78,Good,67,4,Cloudy,2,9229,9.77423469730428,No,Highly Likely to Crash
3248,Type B,67,Good,62,5,Clear,1,1936,12.356110796769949,No,Highly Likely to Crash
3249,Type A,93,Average,73,5,Clear,2,11507,14.813132966846542,No,Highly Likely to Crash
3250,Type A,57,Poor,89,4,Stormy,1,3562,9.606846525477561,Yes,Highly Likely to Crash
3251,Type C,80,Poor,63,1,Cloudy,1,17143,13.72309700550019,No,Highly Likely to Crash
3252,Type C,83,Average,77,4,Stormy,2,8051,6.029566496084867,Yes,Highly Likely to Crash
3253,Type C,56,Poor,60,1,Clear,0,13613,10.806614102420605,Yes,Highly Likely to Crash
3254,Type C,85,Average,55,2,Clear,3,16163,1.781276528155849,Yes,Inconclusive
3255,Type B,67,Average,74,4,Stormy,1,4911,12.045601778542029,No,Highly Likely to Crash
3256,Type A,87,Good,50,2,Stormy,3,5341,12.617244026213944,No,Inconclusive
3257,Type C,58,Good,74,4,Stormy,1,8461,6.616456110635887,No,Highly Likely to Crash
3258,Type B,58,Average,51,2,Clear,3,17602,9.945370222282614,Yes,Highly Likely to Crash
3259,Type C,95,Good,81,3,Cloudy,1,5696,13.01705543349302,Yes,Inconclusive
3260,Type C,57,Average,62,2,Clear,0,19611,13.370514303126702,Yes,Highly Likely to Crash
3261,Type A,100,Poor,82,1,Stormy,1,11593,2.4914413404324134,Yes,Highly Likely to Crash
3262,Type C,84,Poor,81,0,Cloudy,0,8046,12.584828451460563,Yes,Highly Likely to Crash
3263,Type A,67,Poor,73,5,Stormy,1,19738,4.839406926965404,Yes,Highly Likely to Crash
3264,Type A,54,Poor,76,2,Clear,3,19861,11.182296548728408,Yes,Highly Likely to Crash
3265,Type A,63,Average,53,0,Cloudy,2,14984,5.552298148895774,Yes,Highly Likely to Crash
3266,Type B,77,Poor,73,3,Cloudy,1,15603,1.78861538882808,No,Highly Likely to Crash
3267,Type B,79,Poor,72,3,Clear,1,15180,3.9381899379155056,No,Highly Likely to Crash
3268,Type A,53,Poor,78,1,Stormy,0,14601,6.721404861579177,No,Highly Likely to Crash
3269,Type C,88,Poor,83,1,Stormy,3,10506,11.377200680854596,No,Highly Likely to Crash
3270,Type A,69,Average,70,2,Stormy,0,3980,2.4098507823730064,Yes,Highly Likely to Crash
3271,Type C,74,Poor,79,4,Clear,3,10433,12.381077748602237,No,Highly Likely to Crash
3272,Type A,77,Good,75,3,Stormy,3,13761,14.95731528747375,Yes,Inconclusive
3273,Type C,61,Good,69,0,Cloudy,0,13709,12.035607004507755,No,Highly Likely to Crash
3274,Type B,51,Good,65,4,Stormy,2,8721,7.63231128040434,Yes,Highly Likely to Crash
3275,Type C,92,Good,52,3,Stormy,3,15565,8.954242951843248,No,Inconclusive
3276,Type A,63,Good,98,2,Cloudy,2,730,1.0862471162374439,No,Highly Likely to Crash
3277,Type B,71,Good,86,3,Cloudy,0,8026,3.929833729975564,No,Inconclusive
3278,Type C,80,Average,89,1,Stormy,2,5781,13.585833840440635,Yes,Inconclusive
3279,Type C,72,Good,93,0,Cloudy,3,1751,1.3042116382926021,No,Inconclusive
3280,Type C,97,Poor,74,0,Clear,0,7389,13.667129340557747,No,Highly Likely to Crash
3281,Type C,69,Good,72,1,Cloudy,2,13884,2.5855365137943433,No,Highly Likely to Crash
3282,Type C,87,Average,93,4,Clear,0,13186,2.86303781942368,No,Highly Likely to Crash
3283,Type B,53,Good,50,1,Cloudy,0,18847,3.4548987519969137,No,Highly Likely to Crash
3284,Type B,64,Poor,82,0,Clear,2,2278,12.191394549372749,Yes,Highly Likely to Crash
3285,Type B,73,Poor,64,2,Clear,3,8552,7.6946120547933115,Yes,Highly Likely to Crash
3286,Type B,74,Average,66,4,Stormy,3,5370,3.0327528232205934,No,Highly Likely to Crash
3287,Type A,50,Average,83,5,Cloudy,3,1647,10.61522547531455,Yes,Highly Likely to Crash
3288,Type B,56,Average,66,3,Cloudy,3,3347,14.169637128560883,No,Highly Likely to Crash
3289,Type C,80,Average,90,5,Cloudy,1,19954,9.014320639464607,No,Highly Likely to Crash
3290,Type C,61,Good,93,2,Clear,0,1120,2.381800080087539,No,Highly Likely to Crash
3291,Type B,91,Good,53,5,Stormy,0,1463,1.7665084864855571,No,Highly Likely to Crash
3292,Type C,54,Poor,62,4,Cloudy,1,7715,12.142213038260651,Yes,Highly Likely to Crash
3293,Type B,93,Average,53,0,Stormy,0,11552,9.76517113324209,No,Inconclusive
3294,Type C,99,Average,56,0,Stormy,0,19026,13.917202747744419,No,Inconclusive
3295,Type A,91,Good,95,2,Clear,2,16503,8.66150211467183,Yes,Inconclusive
3296,Type A,87,Average,58,5,Cloudy,1,7918,1.8735356454027472,No,Highly Likely to Crash
3297,Type B,61,Poor,72,4,Stormy,0,18210,6.6516158999811035,No,Highly Likely to Crash
3298,Type B,88,Poor,82,3,Cloudy,0,621,10.21186964027985,Yes,Highly Likely to Crash
3299,Type B,67,Average,82,5,Cloudy,1,4813,6.388394913121683,Yes,Highly Likely to Crash
3300,Type C,51,Poor,69,5,Cloudy,1,17960,14.994279554363262,No,Highly Likely to Crash
3301,Type B,59,Poor,53,3,Stormy,2,18066,6.675300591432431,No,Highly Likely to Crash
3302,Type A,64,Good,50,1,Clear,2,14482,8.647305770265703,No,Highly Likely to Crash
3303,Type C,79,Poor,91,2,Clear,3,1294,4.155488456731512,Yes,Highly Likely to Crash
3304,Type B,93,Average,83,4,Stormy,3,10316,3.129934860230684,No,Highly Likely to Crash
3305,Type C,66,Average,76,2,Cloudy,2,8983,10.034277539885512,No,Highly Likely to Crash
3306,Type C,53,Poor,70,3,Cloudy,0,7826,9.240578456819549,No,Highly Likely to Crash
3307,Type B,56,Average,73,4,Clear,1,9182,1.0607440036879796,No,Highly Likely to Crash
3308,Type C,90,Good,64,0,Stormy,2,19692,4.98694148716839,Yes,Less Likely to Crash
