FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,AccidentOccurred
4500,B787,0.64,3.93,9.88,Yes,Clear,No,1.41,4.84,Yes
4501,A380,6.36,9.7,2.06,Yes,Thunderstorm,No,1.86,6.84,No
4502,B787,2.28,3.2,6.04,No,Snow,No,0.93,0.25,No
4503,B737,0.54,7.8,0.95,No,Snow,No,9.1,5.38,Yes
4504,B787,6.5,6.97,9.06,No,Snow,No,1.55,9.01,No
4505,A350,0.46,0.77,5.81,No,Clear,No,4.5,4.67,Yes
4506,B737,2.56,9.39,2.55,Yes,Snow,No,0.93,2.24,Yes
4507,A320,1.79,0.35,8.08,Yes,Rain,Yes,3.49,1.14,No
4508,B787,3.28,1.06,2.78,Yes,Snow,Yes,2.95,6.89,Yes
4509,A350,2.72,0.18,7.2,No,Rain,No,3.1,7.44,No
4510,B787,6.84,9.35,2.37,No,Snow,Yes,7.8,9.8,No
4511,B737,3.91,5.97,0.64,Yes,Fog,Yes,0.62,9.98,No
4512,B737,1.12,9.4,6.75,No,Thunderstorm,No,9.66,9.56,No
4513,A380,4.46,4.7,2.37,No,Snow,Yes,4.67,1.16,No
4514,A350,3.38,4.95,1.88,Yes,Fog,No,1.75,0.39,Yes
4515,A320,0.31,7.42,4.6,No,Thunderstorm,No,7.94,4.4,Yes
4516,A320,4.96,8.18,2.6,Yes,Snow,No,6.3,0.84,Yes
4517,B787,1.64,4.19,8.05,Yes,Rain,No,4.13,8.31,Yes
4518,A380,4.98,4.82,0.75,No,Snow,Yes,3.96,0.08,Yes
4519,A350,5.81,9.78,9.28,Yes,Snow,Yes,0.25,9.41,No
4520,A350,6.79,8.53,7.11,Yes,Clear,Yes,3.82,3.3,Yes
4521,A320,9.51,2.73,8.8,No,Clear,No,1.42,5.04,Yes
4522,A350,8.63,0.77,0.22,No,Fog,No,3.04,6.19,No
4523,A320,8.08,8.89,3.75,No,Snow,No,2.73,5.22,No
4524,A380,4.05,9.56,5.61,Yes,Fog,Yes,8.5,9.23,No
4525,A350,3.62,9.45,9.21,No,Snow,No,2.13,7.4,Yes
4526,B737,0.67,8.27,2.0,No,Thunderstorm,No,6.73,2.61,No
4527,B787,3.71,1.8,4.04,Yes,Thunderstorm,Yes,1.62,6.54,Yes
4528,A350,6.06,7.71,0.68,Yes,Fog,No,4.12,7.46,No
4529,A320,8.61,1.61,1.47,No,Fog,Yes,6.65,0.09,Yes
4530,B787,5.38,9.83,8.08,Yes,Rain,Yes,3.4,4.24,No
4531,A320,7.57,2.3,1.89,Yes,Rain,Yes,7.16,7.21,Yes
4532,B737,8.4,9.03,9.6,No,Fog,Yes,2.06,3.49,No
4533,A380,1.49,8.93,8.54,No,Thunderstorm,No,5.69,8.94,No
4534,B737,5.53,8.53,9.07,Yes,Snow,No,6.56,4.45,No
4535,A320,6.42,6.07,9.25,Yes,Clear,No,8.46,1.64,No
4536,B737,4.35,0.59,4.22,Yes,Thunderstorm,No,3.84,1.18,No
4537,A380,6.17,2.54,3.01,No,Clear,No,1.19,8.21,No
4538,A320,0.05,8.27,9.5,Yes,Rain,Yes,7.14,5.02,No
4539,B787,3.92,9.04,8.2,Yes,Snow,No,4.25,1.44,Yes
4540,A320,3.4,0.61,9.63,Yes,Fog,No,9.95,1.61,Yes
4541,A380,4.5,7.5,2.32,No,Thunderstorm,No,6.69,6.32,Yes
4542,A380,7.07,7.32,7.03,Yes,Snow,No,0.46,4.83,No
4543,B787,8.87,9.71,6.19,No,Fog,No,5.6,1.47,No
4544,A320,2.21,6.96,4.01,Yes,Thunderstorm,No,2.84,7.88,Yes
4545,B737,9.68,0.11,2.36,Yes,Snow,Yes,8.49,2.39,No
4546,A320,7.89,2.78,7.82,No,Snow,No,6.22,2.38,Yes
4547,B787,1.25,5.21,5.18,No,Thunderstorm,No,7.4,1.19,Yes
4548,A380,1.86,8.13,8.27,No,Fog,No,3.22,9.26,No
4549,A350,4.14,1.02,7.25,No,Thunderstorm,Yes,0.25,3.39,Yes
4550,B787,5.31,1.04,1.48,No,Rain,Yes,1.52,2.27,Yes
4551,B737,4.02,1.75,6.0,No,Fog,Yes,8.67,0.67,No
4552,B737,9.65,9.47,1.78,No,Thunderstorm,Yes,0.33,9.86,Yes
4553,A380,0.58,6.02,5.21,No,Snow,Yes,1.83,9.74,No
4554,A320,6.89,9.13,9.05,No,Thunderstorm,No,0.73,2.53,Yes
4555,B787,5.56,6.17,8.1,No,Snow,Yes,2.44,6.26,No
4556,A350,2.65,0.91,6.28,No,Thunderstorm,Yes,2.05,6.98,No
4557,B787,6.57,3.85,8.28,Yes,Clear,No,4.15,8.44,No
4558,B737,5.39,1.87,2.3,Yes,Fog,No,1.62,4.43,Yes
4559,A380,4.17,5.12,5.0,Yes,Fog,Yes,5.88,6.89,Yes
4560,A320,4.34,8.13,3.88,Yes,Clear,Yes,0.54,2.19,No
4561,A380,5.37,1.26,4.99,Yes,Thunderstorm,Yes,4.12,7.59,Yes
4562,B787,7.52,4.91,6.55,No,Rain,Yes,6.79,8.15,No
4563,B737,6.92,9.24,2.9,Yes,Thunderstorm,No,1.92,9.13,No
4564,A350,4.19,4.46,4.14,Yes,Thunderstorm,Yes,2.2,8.65,Yes
4565,A380,5.26,9.96,8.8,Yes,Rain,Yes,2.17,2.93,Yes
4566,B787,4.18,8.92,8.69,No,Thunderstorm,Yes,0.5,3.57,No
4567,A350,3.72,9.84,4.05,No,Fog,Yes,6.07,8.08,Yes
4568,B787,6.0,7.33,9.36,Yes,Clear,Yes,7.33,0.39,No
4569,B737,8.11,9.6,1.97,Yes,Clear,No,8.89,1.35,Yes
4570,A350,4.27,4.93,8.37,Yes,Clear,No,2.14,1.38,No
4571,A320,6.69,9.08,9.64,Yes,Snow,Yes,0.63,4.35,Yes
4572,A350,5.16,9.74,9.69,No,Clear,Yes,4.95,9.38,No
4573,A320,3.88,9.71,1.89,No,Clear,Yes,4.4,0.15,No
4574,B737,8.9,7.58,6.68,Yes,Fog,No,1.22,5.71,No
4575,B737,4.68,6.97,8.45,Yes,Fog,No,1.39,7.9,No
4576,A320,0.29,0.47,3.36,No,Fog,No,0.79,6.9,Yes
4577,B787,2.26,6.06,7.09,No,Clear,No,8.52,1.24,Yes
4578,A320,7.52,0.11,7.39,No,Thunderstorm,No,9.45,6.75,Yes
4579,B737,8.48,6.4,5.07,No,Rain,No,1.03,5.47,No
4580,A320,6.7,0.33,4.89,No,Snow,Yes,4.29,0.76,Yes
4581,A320,4.38,9.37,7.01,Yes,Thunderstorm,No,5.43,9.9,Yes
4582,A380,4.85,3.14,6.57,No,Rain,No,3.73,3.32,Yes
4583,B737,2.65,4.65,2.58,Yes,Clear,Yes,7.43,2.14,Yes
4584,A320,7.95,2.32,7.95,Yes,Rain,Yes,0.72,8.09,No
4585,A380,3.27,5.18,9.65,No,Thunderstorm,No,6.91,0.51,Yes
4586,A380,5.9,7.21,2.64,Yes,Rain,No,0.98,3.66,Yes
4587,A320,3.94,1.61,5.18,No,Rain,Yes,6.53,3.58,No
4588,A320,2.02,3.44,0.04,Yes,Fog,Yes,8.65,9.85,No
4589,A320,2.51,8.21,4.56,Yes,Rain,Yes,6.07,9.44,No
4590,A380,2.0,1.8,5.11,No,Clear,No,6.13,8.22,Yes
4591,B787,7.1,8.9,3.93,Yes,Clear,Yes,6.65,8.55,No
4592,B787,2.46,5.13,2.02,No,Snow,No,2.93,3.0,No
4593,A350,0.48,0.33,1.7,Yes,Thunderstorm,No,4.38,6.15,Yes
4594,B737,2.48,8.47,9.69,Yes,Snow,No,3.02,9.42,Yes
4595,B787,3.12,5.26,0.11,No,Rain,Yes,3.41,2.07,No
4596,A380,8.24,6.74,9.5,No,Clear,Yes,1.66,4.15,No
4597,A350,7.64,6.78,10.0,No,Clear,No,1.6,2.0,No
4598,A350,9.63,7.55,7.49,Yes,Rain,No,6.61,2.46,Yes
4599,A380,1.62,9.57,4.83,No,Rain,Yes,7.96,8.92,Yes
4600,A320,5.04,8.39,6.99,Yes,Clear,Yes,3.65,4.72,No
4601,A350,0.28,8.64,3.76,Yes,Snow,Yes,9.74,9.38,Yes
4602,A350,9.05,5.34,0.6,No,Snow,Yes,8.25,7.04,Yes
4603,B787,6.07,6.68,4.38,No,Rain,No,0.97,7.38,Yes
4604,B787,3.44,5.24,8.34,Yes,Rain,Yes,5.87,3.84,No
4605,B787,2.24,9.41,0.73,Yes,Thunderstorm,Yes,6.62,7.75,No
4606,A350,5.03,1.8,4.75,Yes,Clear,Yes,4.59,1.59,No
4607,A320,0.17,5.59,8.29,No,Fog,Yes,4.56,5.88,No
4608,A380,0.04,8.76,0.2,Yes,Snow,Yes,0.42,3.03,Yes
4609,B787,0.91,6.57,6.07,Yes,Snow,Yes,3.83,5.17,Yes
4610,B737,4.74,7.1,1.32,No,Clear,Yes,2.84,2.89,Yes
4611,A380,3.7,2.56,7.78,Yes,Fog,Yes,4.0,4.34,Yes
4612,B787,0.98,6.63,5.55,No,Fog,No,5.95,1.66,Yes
4613,B787,6.26,7.17,7.23,No,Rain,Yes,7.88,8.98,Yes
4614,A320,2.87,6.04,9.51,Yes,Fog,No,1.79,5.65,No
4615,B787,2.94,3.91,7.18,No,Fog,Yes,1.42,4.87,Yes
4616,A350,4.36,2.86,6.69,Yes,Fog,Yes,5.8,0.39,No
4617,A380,5.39,8.73,5.51,Yes,Fog,No,3.97,2.47,Yes
4618,B787,0.79,0.01,0.54,Yes,Fog,No,0.69,4.31,Yes
4619,B737,9.22,0.73,9.15,Yes,Rain,No,3.3,3.36,No
4620,A320,0.61,4.13,2.63,Yes,Snow,No,2.68,1.71,Yes
4621,B737,2.93,7.96,7.86,No,Thunderstorm,Yes,1.87,6.54,Yes
4622,A320,5.09,7.78,3.59,Yes,Thunderstorm,Yes,3.32,3.41,Yes
4623,B737,7.23,4.61,9.54,Yes,Clear,No,2.3,8.04,Yes
4624,A350,3.31,9.08,5.83,No,Fog,Yes,3.07,4.57,No
4625,A380,3.67,5.53,4.5,No,Rain,Yes,1.09,8.16,Yes
4626,A320,0.03,0.65,1.45,No,Clear,Yes,8.7,1.35,Yes
4627,B787,9.75,6.03,4.06,No,Fog,No,9.35,6.8,No
4628,B737,7.21,9.38,4.23,Yes,Thunderstorm,Yes,1.78,7.93,No
4629,A380,4.46,8.45,0.24,No,Fog,Yes,8.34,5.65,Yes
4630,A350,9.81,4.89,2.94,Yes,Fog,No,1.62,6.84,No
4631,A320,9.13,3.02,6.75,Yes,Fog,No,8.63,5.09,Yes
4632,B737,8.59,9.25,0.96,Yes,Fog,No,7.67,1.01,No
4633,A320,0.14,6.59,7.92,No,Thunderstorm,Yes,9.42,3.0,Yes
4634,B787,5.65,4.67,4.79,No,Thunderstorm,Yes,8.42,5.3,No
4635,A350,7.97,1.4,7.27,No,Fog,No,3.96,6.72,No
4636,A350,8.66,9.51,7.02,Yes,Thunderstorm,No,2.58,1.07,Yes
4637,A380,6.85,6.84,5.03,Yes,Snow,No,4.56,7.82,Yes
4638,B737,6.71,6.03,8.02,Yes,Thunderstorm,Yes,9.8,9.67,No
4639,B737,9.16,2.51,2.2,Yes,Thunderstorm,Yes,7.03,1.8,No
4640,A380,3.08,0.38,8.8,No,Clear,Yes,7.52,6.47,No
4641,A320,1.72,2.4,7.45,No,Rain,Yes,1.58,7.91,No
4642,A320,3.45,8.38,4.14,No,Fog,No,4.46,4.05,Yes
4643,A320,6.99,4.93,8.22,Yes,Snow,No,3.53,2.55,Yes
4644,A350,1.94,4.82,8.29,No,Thunderstorm,No,1.7,4.12,No
4645,B737,4.61,1.38,8.27,Yes,Snow,Yes,9.74,4.81,Yes
4646,B737,0.33,2.74,0.62,No,Clear,Yes,5.73,4.46,Yes
4647,A380,3.47,9.26,7.02,No,Rain,Yes,3.09,9.6,Yes
4648,A380,3.44,8.72,2.42,No,Snow,Yes,6.69,6.35,Yes
4649,B737,4.94,2.41,0.39,No,Snow,No,3.46,3.81,Yes
4650,A320,8.04,2.58,5.17,No,Snow,No,7.19,9.39,Yes
4651,A320,7.95,9.95,5.25,No,Fog,Yes,8.94,1.53,No
4652,A350,1.08,3.36,4.85,No,Fog,No,9.37,1.04,No
4653,B787,7.91,9.14,2.55,No,Rain,Yes,7.38,6.55,No
4654,B787,1.12,5.04,9.65,Yes,Snow,Yes,7.99,7.15,Yes
4655,A350,5.63,8.5,7.84,No,Rain,Yes,5.04,7.25,No
4656,A380,1.84,0.85,0.9,No,Fog,Yes,2.12,7.27,No
4657,B737,3.03,1.38,5.73,Yes,Clear,Yes,2.05,5.08,Yes
4658,A320,4.12,0.56,6.92,No,Clear,No,6.9,6.52,Yes
4659,A350,1.55,1.65,3.36,No,Snow,Yes,1.19,0.62,No
4660,B787,7.05,2.37,7.74,No,Clear,No,4.2,7.91,Yes
4661,B737,8.72,0.98,5.57,No,Fog,No,5.14,9.54,No
4662,A380,7.29,3.9,5.42,Yes,Rain,Yes,9.44,5.8,Yes
4663,A320,3.91,8.27,0.67,Yes,Fog,Yes,8.48,2.55,Yes
4664,A320,4.06,2.15,5.42,No,Clear,Yes,5.84,6.92,No
4665,B737,7.87,5.05,8.65,No,Thunderstorm,No,0.3,0.35,Yes
4666,B737,1.27,9.47,7.29,Yes,Clear,No,5.0,4.99,No
4667,A350,9.68,2.04,9.35,No,Thunderstorm,No,7.31,0.53,Yes
4668,A380,8.19,7.11,2.25,Yes,Thunderstorm,No,6.26,2.29,Yes
4669,B737,8.56,8.56,4.65,Yes,Rain,Yes,4.1,8.55,No
4670,B737,9.34,9.0,7.07,Yes,Thunderstorm,Yes,2.31,4.8,Yes
4671,B787,4.03,0.45,2.71,No,Fog,No,2.61,0.07,Yes
4672,B787,6.1,9.96,5.58,No,Clear,Yes,7.85,1.86,No
4673,B737,5.72,4.6,4.08,Yes,Fog,No,8.78,7.67,Yes
4674,B737,8.88,4.09,0.03,No,Snow,Yes,3.31,4.76,Yes
4675,A350,4.64,6.88,2.48,No,Thunderstorm,No,2.09,0.77,No
4676,A380,8.93,0.07,8.27,Yes,Snow,No,5.06,1.6,Yes
4677,A380,1.19,3.86,8.84,No,Clear,No,8.29,8.15,No
4678,B787,6.07,3.7,2.53,Yes,Clear,Yes,9.46,5.33,Yes
4679,A380,0.18,4.17,7.09,No,Thunderstorm,Yes,6.98,6.37,Yes
4680,B787,6.81,8.51,2.47,Yes,Fog,Yes,5.53,6.13,No
4681,A380,7.26,4.11,4.02,No,Fog,Yes,0.11,9.45,Yes
4682,B787,4.32,5.96,5.15,No,Thunderstorm,Yes,9.52,3.73,Yes
4683,A380,3.0,2.43,1.71,No,Fog,Yes,5.14,0.4,No
4684,A350,1.88,0.56,5.71,No,Thunderstorm,Yes,7.74,0.24,Yes
4685,A380,1.98,4.16,2.18,Yes,Rain,Yes,0.69,4.79,Yes
4686,A350,6.89,8.59,5.99,No,Thunderstorm,No,5.24,4.31,No
4687,A350,5.62,5.5,4.9,No,Snow,No,0.45,8.37,Yes
4688,B787,8.16,5.62,4.55,No,Clear,No,3.58,1.61,Yes
4689,B737,3.51,3.02,6.67,Yes,Fog,Yes,7.52,0.74,Yes
4690,B787,5.37,1.0,7.1,Yes,Rain,No,7.0,0.24,Yes
4691,A350,6.47,1.24,5.05,Yes,Snow,No,0.6,5.8,No
4692,A380,1.18,0.83,3.37,No,Fog,No,0.99,0.17,Yes
4693,B787,8.55,0.84,1.6,Yes,Thunderstorm,Yes,0.92,0.86,Yes
4694,B787,4.21,6.56,1.29,Yes,Fog,No,0.34,1.8,Yes
4695,A380,7.62,4.54,7.41,Yes,Rain,No,0.67,1.66,Yes
4696,A380,4.68,4.53,6.16,No,Thunderstorm,Yes,8.82,6.48,No
4697,A380,4.22,2.37,2.13,No,Thunderstorm,No,7.67,7.53,No
4698,A350,1.04,0.77,9.82,No,Snow,No,1.69,1.89,Yes
4699,A380,4.72,0.09,1.1,No,Snow,Yes,5.21,4.41,Yes
4700,A380,6.86,9.4,8.75,No,Fog,No,9.68,8.05,No
4701,A380,4.04,5.56,9.61,No,Fog,Yes,8.57,8.9,No
4702,B787,0.42,3.33,7.44,Yes,Thunderstorm,No,4.09,8.1,Yes
4703,B787,1.16,8.04,3.07,No,Clear,Yes,1.94,2.99,No
4704,A380,7.48,4.7,1.33,No,Snow,No,5.48,2.26,No
4705,A320,7.16,6.22,4.89,Yes,Thunderstorm,No,7.81,6.49,No
4706,A380,5.41,8.56,6.59,Yes,Rain,Yes,0.84,6.12,No
4707,B737,8.49,6.5,9.59,Yes,Clear,Yes,9.58,7.98,Yes
4708,B737,6.96,5.92,9.38,No,Rain,Yes,4.02,7.56,No
4709,B787,4.9,2.32,0.79,No,Clear,No,3.49,3.78,No
4710,B787,0.42,0.57,3.74,Yes,Rain,Yes,8.98,8.51,Yes
4711,B737,3.75,7.98,5.27,Yes,Clear,No,0.89,3.73,Yes
4712,B737,3.64,0.15,6.74,Yes,Thunderstorm,No,1.97,5.38,Yes
4713,B737,7.21,3.63,9.01,No,Snow,Yes,1.26,6.99,Yes
4714,B737,4.25,3.28,7.2,No,Fog,No,0.95,9.76,No
4715,B737,5.36,9.91,8.63,Yes,Fog,No,4.88,4.88,Yes
4716,B787,8.27,7.62,9.45,No,Thunderstorm,No,1.13,8.59,Yes
4717,B737,9.54,7.15,3.53,No,Clear,No,7.37,7.33,No
4718,A380,5.57,0.6,4.85,Yes,Clear,No,9.82,2.31,Yes
4719,A350,1.28,4.05,7.29,Yes,Rain,No,7.92,2.38,Yes
4720,A320,6.76,4.42,7.06,Yes,Rain,Yes,7.7,3.62,Yes
4721,A350,8.73,4.98,1.39,Yes,Clear,Yes,3.38,1.52,Yes
4722,A350,4.8,1.66,1.05,Yes,Fog,No,0.4,8.43,Yes
4723,A320,6.65,3.74,6.42,No,Clear,No,2.52,7.24,No
4724,B787,5.94,3.48,1.23,No,Thunderstorm,No,3.79,1.92,No
4725,B737,0.65,9.59,2.31,No,Clear,Yes,1.21,1.12,No
4726,B737,6.29,3.57,1.27,Yes,Snow,No,7.42,4.86,No
4727,B787,8.62,4.73,2.59,Yes,Thunderstorm,No,0.19,9.11,Yes
4728,A320,9.04,9.71,7.6,No,Rain,No,9.88,8.23,Yes
4729,A380,3.88,8.04,4.1,No,Rain,No,0.6,7.66,Yes
4730,A320,9.81,9.68,4.83,Yes,Thunderstorm,No,3.33,2.29,No
4731,B787,7.17,0.56,6.74,No,Snow,No,5.08,3.44,Yes
4732,B737,2.66,2.28,1.78,No,Fog,Yes,7.73,9.3,Yes
4733,A380,3.56,1.22,9.24,Yes,Clear,No,9.92,0.12,Yes
4734,A350,2.36,7.91,6.66,Yes,Rain,No,0.8,2.86,No
4735,B737,3.93,1.88,4.61,No,Thunderstorm,No,1.49,6.86,No
4736,B737,2.11,3.96,9.71,Yes,Rain,No,5.61,8.19,Yes
4737,A350,0.57,2.63,9.18,Yes,Rain,Yes,4.54,3.83,No
4738,B737,7.15,6.74,5.73,Yes,Snow,No,3.02,4.11,Yes
4739,A350,8.0,6.22,7.42,No,Clear,Yes,3.86,8.17,No
4740,A380,2.81,7.49,1.79,No,Snow,No,2.22,5.41,Yes
4741,B787,4.77,7.08,8.23,Yes,Fog,Yes,4.08,9.09,Yes
4742,A320,6.52,2.56,3.16,No,Thunderstorm,Yes,3.57,1.62,No
4743,A380,4.71,5.81,1.75,No,Thunderstorm,No,4.04,0.91,No
4744,B787,7.92,2.29,8.16,Yes,Fog,Yes,4.64,3.39,Yes
4745,B787,1.77,3.74,0.39,No,Clear,Yes,6.87,7.46,Yes
4746,A320,5.16,9.67,8.92,No,Snow,Yes,8.15,8.52,No
4747,B787,5.12,7.27,8.22,No,Rain,Yes,1.38,2.99,No
4748,A350,8.62,9.72,6.43,Yes,Thunderstorm,No,9.13,0.06,No
4749,A380,5.72,5.36,6.48,Yes,Fog,No,0.13,1.03,Yes
4750,A350,8.42,5.45,1.82,No,Clear,No,7.2,2.39,Yes
4751,A380,3.17,2.3,1.39,Yes,Snow,Yes,1.16,1.36,Yes
4752,A380,9.96,4.08,8.98,Yes,Clear,Yes,7.68,2.27,No
4753,B787,1.21,5.85,4.23,No,Thunderstorm,Yes,1.47,0.92,No
4754,B737,4.97,1.21,8.74,No,Rain,Yes,4.75,0.23,Yes
4755,A380,1.76,7.82,3.45,Yes,Snow,Yes,7.99,5.73,No
4756,B737,5.32,4.72,1.24,No,Fog,Yes,4.13,6.4,Yes
4757,B737,6.01,0.12,6.27,No,Rain,Yes,7.22,3.21,No
4758,A380,2.32,6.51,9.01,Yes,Clear,No,5.88,0.5,Yes
4759,A320,6.1,8.12,6.03,Yes,Snow,Yes,4.28,6.11,Yes
4760,A320,2.7,6.85,1.4,No,Snow,Yes,5.7,6.97,Yes
4761,A320,6.22,5.75,2.67,No,Thunderstorm,No,1.78,0.52,No
4762,A350,0.86,4.74,1.29,No,Clear,Yes,7.95,4.9,No
4763,A350,3.57,5.98,1.74,No,Thunderstorm,Yes,8.33,1.32,No
4764,A350,8.67,1.36,1.89,Yes,Rain,No,5.8,7.37,No
4765,B787,1.51,9.27,1.58,Yes,Thunderstorm,Yes,8.4,5.2,No
4766,A380,0.89,4.59,0.55,Yes,Clear,No,6.97,4.43,Yes
4767,B737,8.55,5.89,2.17,Yes,Snow,No,6.73,5.3,No
4768,A350,9.21,7.19,7.47,No,Snow,Yes,3.88,2.14,Yes
4769,A320,0.31,3.45,7.16,No,Clear,No,8.61,2.95,Yes
4770,A320,6.43,0.08,0.56,Yes,Thunderstorm,No,1.97,3.23,No
4771,A380,4.29,5.29,0.03,Yes,Snow,No,0.1,7.91,No
4772,B787,7.51,6.71,5.76,No,Fog,No,2.58,0.47,No
4773,A320,6.44,1.94,9.17,Yes,Thunderstorm,No,0.56,7.97,Yes
4774,A380,2.91,9.72,7.36,Yes,Snow,No,3.58,5.21,Yes
4775,A320,9.76,1.02,0.61,Yes,Clear,Yes,2.93,3.46,Yes
4776,A320,8.88,8.13,5.08,Yes,Snow,Yes,1.88,6.72,Yes
4777,A320,6.93,7.56,6.55,Yes,Fog,Yes,5.32,9.99,No
4778,A320,7.89,5.93,7.11,No,Clear,No,6.79,0.84,No
4779,A320,2.99,8.69,8.14,No,Clear,Yes,3.11,6.47,No
4780,B737,9.73,0.99,7.31,Yes,Clear,Yes,1.23,7.3,No
4781,A320,8.4,8.21,4.9,Yes,Clear,Yes,7.53,8.74,No
4782,A320,7.13,5.41,8.44,No,Snow,Yes,5.07,1.79,No
4783,A320,1.16,8.23,3.5,No,Fog,Yes,9.55,3.56,No
4784,A350,3.17,1.84,3.89,No,Rain,Yes,5.07,8.55,Yes
4785,A350,4.31,3.58,7.82,Yes,Clear,No,5.13,5.02,No
4786,A380,3.35,1.29,8.6,No,Fog,Yes,9.35,5.39,Yes
4787,A320,2.16,5.51,5.42,Yes,Fog,Yes,8.45,0.92,No
4788,A350,6.7,4.33,8.27,No,Thunderstorm,Yes,7.29,7.19,Yes
4789,B787,1.88,8.93,7.87,No,Snow,Yes,1.62,6.13,Yes
4790,B737,3.41,6.66,2.6,No,Rain,No,3.38,7.34,No
4791,B737,1.93,1.26,0.23,Yes,Clear,No,0.88,5.86,No
4792,A380,0.97,6.95,3.29,No,Fog,No,7.38,5.97,No
4793,B737,2.87,7.55,7.78,Yes,Snow,Yes,0.31,5.96,Yes
4794,A380,4.51,9.44,1.86,Yes,Snow,Yes,3.42,2.79,No
4795,B737,7.55,1.37,5.62,Yes,Rain,No,6.14,6.94,Yes
4796,A320,7.35,2.43,6.72,Yes,Thunderstorm,Yes,8.38,6.04,No
4797,B737,9.74,7.83,7.31,Yes,Thunderstorm,Yes,2.0,4.91,No
4798,B737,7.49,9.59,9.65,No,Rain,No,7.26,6.87,No
4799,A350,8.77,9.14,0.32,Yes,Rain,No,1.39,9.54,No
4800,B737,7.14,7.2,7.65,No,Snow,Yes,4.68,0.46,No
4801,A350,8.46,4.43,7.51,Yes,Fog,Yes,3.62,8.81,Yes
4802,A380,4.93,6.87,2.68,No,Fog,No,4.84,8.15,Yes
4803,B787,0.35,5.27,4.61,Yes,Clear,Yes,1.9,9.9,No
4804,A380,1.8,9.91,2.62,Yes,Rain,Yes,7.0,5.72,Yes
4805,B737,8.43,9.67,0.94,No,Thunderstorm,Yes,1.54,7.43,Yes
4806,B737,2.62,9.32,1.68,No,Fog,Yes,1.14,8.38,Yes
4807,B737,9.55,8.43,5.36,Yes,Fog,No,0.16,5.79,Yes
4808,B737,3.23,6.63,7.7,No,Clear,No,2.8,6.35,Yes
4809,A320,6.57,3.35,2.16,No,Snow,No,0.56,5.29,No
4810,B737,0.44,1.16,8.75,Yes,Snow,No,4.89,2.41,No
4811,B737,9.8,4.47,4.15,Yes,Clear,Yes,2.34,4.46,No
4812,A380,9.24,6.96,4.45,Yes,Snow,Yes,1.07,7.5,Yes
4813,B787,5.08,8.12,3.63,Yes,Thunderstorm,Yes,4.37,5.3,No
4814,A380,6.59,8.73,1.13,Yes,Clear,Yes,1.5,7.48,No
4815,B737,0.7,0.5,3.53,No,Snow,No,9.16,6.15,Yes
4816,A380,5.89,1.72,9.19,Yes,Rain,No,7.03,0.55,No
4817,A320,0.9,9.91,1.07,Yes,Fog,Yes,1.73,1.65,No
4818,A320,4.68,3.36,2.94,Yes,Fog,No,2.12,1.17,Yes
4819,B737,1.66,6.62,4.27,Yes,Clear,Yes,2.41,2.04,No
4820,B787,6.94,7.36,5.75,No,Fog,No,0.75,1.27,Yes
4821,A350,7.98,5.51,8.22,Yes,Snow,No,5.4,0.72,No
4822,A350,2.04,0.95,5.86,Yes,Rain,No,1.74,0.56,Yes
4823,B787,4.25,3.49,5.69,Yes,Rain,No,7.9,7.34,No
4824,B737,2.47,6.29,9.48,Yes,Fog,Yes,5.6,3.98,No
4825,B787,0.82,8.56,1.48,No,Fog,No,0.53,8.71,No
4826,A320,3.44,4.89,1.46,Yes,Snow,Yes,6.04,4.98,Yes
4827,A350,9.69,3.53,5.51,No,Snow,No,5.01,9.41,Yes
4828,A350,7.1,8.53,4.44,No,Snow,Yes,9.39,9.42,Yes
4829,A350,6.69,8.45,7.33,Yes,Fog,Yes,7.23,8.57,No
4830,A350,5.43,1.41,9.48,Yes,Fog,Yes,8.0,6.91,Yes
4831,B737,8.93,1.65,3.17,No,Clear,Yes,1.6,0.48,Yes
4832,B737,8.19,3.11,9.07,Yes,Thunderstorm,No,4.88,5.43,Yes
4833,A350,6.02,9.41,8.5,No,Snow,Yes,4.27,5.22,Yes
4834,A350,2.34,1.56,4.0,No,Snow,Yes,9.55,6.3,No
4835,B787,3.56,4.3,1.4,No,Rain,Yes,7.08,7.31,Yes
4836,A320,7.57,2.29,4.77,Yes,Thunderstorm,Yes,5.06,4.76,No
4837,A350,2.11,5.71,7.25,No,Thunderstorm,No,6.58,3.58,Yes
4838,A320,5.94,1.94,0.94,Yes,Rain,No,2.65,3.92,Yes
4839,A380,6.83,3.7,8.67,Yes,Rain,Yes,2.83,5.32,No
4840,A320,0.02,1.28,2.48,No,Clear,No,7.17,8.9,No
4841,A320,7.79,6.03,5.45,No,Rain,Yes,1.44,3.03,Yes
4842,A320,8.66,7.3,2.23,No,Fog,Yes,8.17,3.23,Yes
4843,A380,2.24,7.16,3.34,Yes,Snow,Yes,1.39,5.79,Yes
4844,A380,1.91,8.79,4.34,Yes,Thunderstorm,No,7.56,3.24,No
4845,A350,4.16,0.7,2.74,Yes,Rain,No,8.86,6.7,Yes
4846,A380,3.88,2.62,3.99,Yes,Clear,No,1.69,5.65,No
4847,B737,0.72,7.8,8.27,Yes,Rain,Yes,8.22,3.86,No
