Flight ID,Origin,Destination,Route Distance (km),Waypoints (List),Traffic (Intersecting Flights),Tailwind (knots),Headwind (knots),Jet Stream Impact,Restrictions (Details),Drones/Air Taxis,Bird Movement,Airspace Density,Seasonal Pattern,Fuel Cost (Segment),Historical Delay (mins)
FL2606,VGA,MAA,203,"[{""lat"": -84.2301, ""long"": -69.3111, ""alt"": 20000, ""time"": ""4:05""}, {""lat"": 4.4267, ""long"": 143.972, ""alt"": 30000, ""time"": ""4:59""}, {""lat"": -21.4327, ""long"": 96.3121, ""alt"": 25000, ""time"": ""0:16""}, {""lat"": 22.0305, ""long"": 108.562, ""alt"": 25000, ""time"": ""1:02""}, {""lat"": -16.2878, ""long"": -169.6947, ""alt"": 15000, ""time"": ""2:52""}, {""lat"": -32.9778, ""long"": -17.9727, ""alt"": 10000, ""time"": ""4:49""}, {""lat"": -86.0429, ""long"": -96.0312, ""alt"": 25000, ""time"": ""16:37""}, {""lat"": 30.3945, ""long"": -85.3833, ""alt"": 15000, ""time"": ""12:28""}, {""lat"": -23.257, ""long"": -117.9473, ""alt"": 25000, ""time"": ""16:52""}, {""lat"": -79.6019, ""long"": -152.4291, ""alt"": 25000, ""time"": ""22:42""}, {""lat"": -85.5237, ""long"": -12.1631, ""alt"": 30000, ""time"": ""15:36""}]","[{""flight_id"": ""INT9407"", ""alt"": 25000, ""time"": ""4:48"", ""wp"": ""WP2""}, {""flight_id"": ""INT1565"", ""alt"": 25000, ""time"": ""19:14"", ""wp"": ""WP1""}]",13,15,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP1""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [1760, 5540], ""time_range"": ""10:20-22:17""}]",Medium,Monsoon,0.56,16
FL2607,HYD,BLR,224,"[{""lat"": 6.7353, ""long"": -35.1021, ""alt"": 10000, ""time"": ""21:03""}, {""lat"": -45.3015, ""long"": -32.2436, ""alt"": 25000, ""time"": ""2:41""}, {""lat"": -61.4867, ""long"": -175.0162, ""alt"": 20000, ""time"": ""7:20""}, {""lat"": -14.5422, ""long"": -179.2081, ""alt"": 25000, ""time"": ""14:19""}, {""lat"": 75.7256, ""long"": 46.0684, ""alt"": 25000, ""time"": ""8:06""}, {""lat"": 37.1252, ""long"": 161.3006, ""alt"": 25000, ""time"": ""22:07""}, {""lat"": -46.4249, ""long"": 58.075, ""alt"": 15000, ""time"": ""13:25""}, {""lat"": 17.2285, ""long"": -165.9259, ""alt"": 20000, ""time"": ""19:52""}, {""lat"": -74.9073, ""long"": -112.3237, ""alt"": 10000, ""time"": ""9:56""}]","[{""flight_id"": ""INT8175"", ""alt"": 10000, ""time"": ""18:15"", ""wp"": ""WP1""}, {""flight_id"": ""INT9945"", ""alt"": 15000, ""time"": ""4:40"", ""wp"": ""WP3""}]",18,17,Negative,"[{""type"": ""Govt"", ""wp"": ""WP2""}]",[],"[{""zone"": ""City Area"", ""alt"": [2439, 4050], ""time_range"": ""6:49-20:41""}]",High,Monsoon,0.45,23
FL2608,BLR,VGA,350,"[{""lat"": 6.789, ""long"": -154.7672, ""alt"": 25000, ""time"": ""14:54""}, {""lat"": 0.6294, ""long"": 30.1708, ""alt"": 25000, ""time"": ""0:52""}, {""lat"": -68.2307, ""long"": -173.0148, ""alt"": 25000, ""time"": ""1:15""}, {""lat"": -75.3167, ""long"": 79.2013, ""alt"": 20000, ""time"": ""2:12""}, {""lat"": 13.5151, ""long"": 49.2397, ""alt"": 30000, ""time"": ""12:48""}, {""lat"": -72.2431, ""long"": 138.079, ""alt"": 15000, ""time"": ""12:58""}, {""lat"": -15.1843, ""long"": -131.7203, ""alt"": 20000, ""time"": ""21:08""}, {""lat"": 48.9494, ""long"": 117.219, ""alt"": 10000, ""time"": ""16:29""}, {""lat"": -61.2048, ""long"": 27.7461, ""alt"": 30000, ""time"": ""15:10""}, {""lat"": -64.1031, ""long"": 8.4375, ""alt"": 20000, ""time"": ""7:02""}, {""lat"": -70.8994, ""long"": 157.7953, ""alt"": 25000, ""time"": ""2:44""}, {""lat"": 68.4984, ""long"": 26.9865, ""alt"": 30000, ""time"": ""22:39""}]","[{""flight_id"": ""INT7080"", ""alt"": 20000, ""time"": ""5:41"", ""wp"": ""WP4""}, {""flight_id"": ""INT4755"", ""alt"": 25000, ""time"": ""23:00"", ""wp"": ""WP2""}, {""flight_id"": ""INT5894"", ""alt"": 15000, ""time"": ""9:52"", ""wp"": ""WP2""}, {""flight_id"": ""INT7277"", ""alt"": 15000, ""time"": ""11:53"", ""wp"": ""WP3""}]",20,23,Positive,"[{""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 402, ""time"": ""19:26""}, {""alt"": 388, ""time"": ""19:21""}]","[{""zone"": ""Near Airport"", ""alt"": [2908, 3512], ""time_range"": ""7:43-18:00""}]",Medium,Summer,0.37,20
FL2609,BLR,HYD,400,"[{""lat"": -63.2567, ""long"": -73.2967, ""alt"": 15000, ""time"": ""21:18""}, {""lat"": -44.6172, ""long"": 83.5411, ""alt"": 20000, ""time"": ""12:32""}, {""lat"": 60.6068, ""long"": -10.3641, ""alt"": 20000, ""time"": ""7:23""}, {""lat"": -42.956, ""long"": 11.8355, ""alt"": 20000, ""time"": ""1:53""}, {""lat"": -59.4143, ""long"": -22.7958, ""alt"": 30000, ""time"": ""4:25""}, {""lat"": -65.6201, ""long"": -161.5444, ""alt"": 20000, ""time"": ""17:00""}]","[{""flight_id"": ""INT7134"", ""alt"": 10000, ""time"": ""19:48"", ""wp"": ""WP4""}, {""flight_id"": ""INT4739"", ""alt"": 25000, ""time"": ""3:14"", ""wp"": ""WP2""}, {""flight_id"": ""INT3190"", ""alt"": 25000, ""time"": ""11:20"", ""wp"": ""WP2""}]",7,2,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP3""}, {""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP1""}]",[],"[{""zone"": ""City Area"", ""alt"": [2007, 5915], ""time_range"": ""10:51-21:20""}]",Medium,Summer,0.56,22
FL2610,VGA,HYD,708,"[{""lat"": -59.2776, ""long"": 157.5749, ""alt"": 20000, ""time"": ""7:03""}, {""lat"": -2.5077, ""long"": 21.1832, ""alt"": 20000, ""time"": ""23:20""}, {""lat"": -8.6538, ""long"": -126.936, ""alt"": 10000, ""time"": ""2:05""}, {""lat"": -72.3476, ""long"": 45.0641, ""alt"": 20000, ""time"": ""21:44""}, {""lat"": 34.6115, ""long"": -87.7352, ""alt"": 20000, ""time"": ""8:50""}, {""lat"": -12.3174, ""long"": -82.5084, ""alt"": 15000, ""time"": ""20:51""}, {""lat"": 53.9387, ""long"": -73.2706, ""alt"": 30000, ""time"": ""2:42""}, {""lat"": 21.802, ""long"": -123.7707, ""alt"": 30000, ""time"": ""5:42""}]","[{""flight_id"": ""INT6912"", ""alt"": 25000, ""time"": ""13:09"", ""wp"": ""WP3""}, {""flight_id"": ""INT5911"", ""alt"": 25000, ""time"": ""17:57"", ""wp"": ""WP3""}]",18,23,Positive,"[{""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 122, ""time"": ""22:47""}, {""alt"": 303, ""time"": ""9:27""}]","[{""zone"": ""City Area"", ""alt"": [1309, 5666], ""time_range"": ""9:48-22:38""}]",Low,Winter,0.71,5
FL2611,BOM,DEL,694,"[{""lat"": 60.662, ""long"": 39.9875, ""alt"": 15000, ""time"": ""8:40""}, {""lat"": -34.5787, ""long"": 130.74, ""alt"": 20000, ""time"": ""9:51""}, {""lat"": -51.7534, ""long"": 171.9866, ""alt"": 25000, ""time"": ""1:51""}, {""lat"": -54.9688, ""long"": -45.2676, ""alt"": 20000, ""time"": ""0:52""}, {""lat"": -39.1173, ""long"": -79.2082, ""alt"": 20000, ""time"": ""23:32""}, {""lat"": -44.55, ""long"": -58.3742, ""alt"": 30000, ""time"": ""15:47""}, {""lat"": 7.5148, ""long"": 75.997, ""alt"": 20000, ""time"": ""9:26""}, {""lat"": 3.8545, ""long"": 66.4315, ""alt"": 20000, ""time"": ""8:35""}, {""lat"": -88.287, ""long"": 75.5397, ""alt"": 20000, ""time"": ""11:21""}, {""lat"": 23.9911, ""long"": -147.1938, ""alt"": 15000, ""time"": ""22:41""}]","[{""flight_id"": ""INT6032"", ""alt"": 15000, ""time"": ""21:14"", ""wp"": ""WP1""}]",13,22,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP3""}, {""type"": ""War Zone"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]",[],"[{""zone"": ""City Area"", ""alt"": [2230, 4094], ""time_range"": ""9:56-19:22""}]",High,Winter,0.58,28
FL2612,VGA,DEL,1207,"[{""lat"": 58.1224, ""long"": 52.7165, ""alt"": 25000, ""time"": ""1:47""}, {""lat"": 33.882, ""long"": -141.9177, ""alt"": 10000, ""time"": ""9:41""}, {""lat"": -79.7626, ""long"": 118.4485, ""alt"": 30000, ""time"": ""6:17""}, {""lat"": -27.9449, ""long"": 122.2938, ""alt"": 25000, ""time"": ""22:34""}, {""lat"": 87.0776, ""long"": 127.52, ""alt"": 25000, ""time"": ""16:21""}, {""lat"": 31.5104, ""long"": 0.2947, ""alt"": 20000, ""time"": ""18:29""}, {""lat"": -25.3051, ""long"": -153.3897, ""alt"": 20000, ""time"": ""14:37""}, {""lat"": 31.3011, ""long"": -72.1832, ""alt"": 30000, ""time"": ""13:22""}, {""lat"": -53.1349, ""long"": 83.2621, ""alt"": 10000, ""time"": ""7:58""}, {""lat"": 45.7767, ""long"": 134.5242, ""alt"": 10000, ""time"": ""11:55""}]","[{""flight_id"": ""INT8828"", ""alt"": 20000, ""time"": ""5:53"", ""wp"": ""WP3""}, {""flight_id"": ""INT7281"", ""alt"": 10000, ""time"": ""19:06"", ""wp"": ""WP3""}, {""flight_id"": ""INT7359"", ""alt"": 20000, ""time"": ""5:13"", ""wp"": ""WP1""}, {""flight_id"": ""INT4143"", ""alt"": 15000, ""time"": ""14:57"", ""wp"": ""WP1""}]",13,6,Negative,"[{""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP5""}]",[],"[{""zone"": ""City Area"", ""alt"": [1358, 4486], ""time_range"": ""10:08-21:29""}]",High,Winter,0.45,10
FL2613,BLR,DEL,1445,"[{""lat"": 35.8924, ""long"": -69.3174, ""alt"": 25000, ""time"": ""8:05""}, {""lat"": -42.6243, ""long"": -62.2918, ""alt"": 30000, ""time"": ""9:09""}, {""lat"": -49.958, ""long"": 82.9565, ""alt"": 25000, ""time"": ""0:27""}, {""lat"": 53.0387, ""long"": -32.5671, ""alt"": 30000, ""time"": ""0:49""}, {""lat"": -21.8514, ""long"": -158.1577, ""alt"": 15000, ""time"": ""13:18""}, {""lat"": -89.0592, ""long"": -113.8027, ""alt"": 25000, ""time"": ""13:19""}, {""lat"": 11.2455, ""long"": 142.1209, ""alt"": 20000, ""time"": ""12:56""}, {""lat"": 21.3238, ""long"": 139.2496, ""alt"": 30000, ""time"": ""2:43""}, {""lat"": 8.681, ""long"": -42.4199, ""alt"": 20000, ""time"": ""6:47""}, {""lat"": -71.7468, ""long"": 34.4171, ""alt"": 20000, ""time"": ""23:46""}]","[{""flight_id"": ""INT6630"", ""alt"": 25000, ""time"": ""23:36"", ""wp"": ""WP2""}, {""flight_id"": ""INT4087"", ""alt"": 10000, ""time"": ""18:41"", ""wp"": ""WP1""}]",1,25,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 418, ""time"": ""9:19""}]","[{""zone"": ""City Area"", ""alt"": [1724, 3504], ""time_range"": ""10:58-18:13""}]",Medium,Winter,0.43,1
FL2614,BLR,DEL,651,"[{""lat"": 67.4834, ""long"": -121.0192, ""alt"": 20000, ""time"": ""17:47""}, {""lat"": 30.3239, ""long"": 20.5466, ""alt"": 30000, ""time"": ""3:01""}, {""lat"": 46.917, ""long"": 140.7684, ""alt"": 10000, ""time"": ""3:52""}, {""lat"": -17.3822, ""long"": -77.7894, ""alt"": 15000, ""time"": ""6:48""}, {""lat"": -24.965, ""long"": -79.2039, ""alt"": 15000, ""time"": ""5:54""}, {""lat"": -87.336, ""long"": -82.7901, ""alt"": 15000, ""time"": ""8:34""}, {""lat"": -64.7641, ""long"": 53.5957, ""alt"": 30000, ""time"": ""15:42""}, {""lat"": 21.9844, ""long"": 29.953, ""alt"": 30000, ""time"": ""20:14""}, {""lat"": 63.6204, ""long"": -92.326, ""alt"": 15000, ""time"": ""1:05""}, {""lat"": 44.4774, ""long"": 38.2858, ""alt"": 25000, ""time"": ""13:00""}, {""lat"": 51.1999, ""long"": 7.6509, ""alt"": 30000, ""time"": ""18:33""}, {""lat"": -29.4665, ""long"": 71.9423, ""alt"": 30000, ""time"": ""18:49""}, {""lat"": 55.4476, ""long"": 86.1714, ""alt"": 15000, ""time"": ""20:55""}, {""lat"": -54.2195, ""long"": 110.1545, ""alt"": 30000, ""time"": ""4:36""}, {""lat"": 11.9416, ""long"": 149.6399, ""alt"": 10000, ""time"": ""20:41""}]","[{""flight_id"": ""INT4362"", ""alt"": 15000, ""time"": ""0:57"", ""wp"": ""WP2""}, {""flight_id"": ""INT4047"", ""alt"": 15000, ""time"": ""4:28"", ""wp"": ""WP4""}]",24,28,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 338, ""time"": ""17:10""}, {""alt"": 358, ""time"": ""21:44""}]","[{""zone"": ""Near Airport"", ""alt"": [1409, 5883], ""time_range"": ""7:40-18:22""}]",Low,Monsoon,0.34,20
FL2615,VGA,HYD,1025,"[{""lat"": 88.9488, ""long"": 145.8199, ""alt"": 20000, ""time"": ""8:41""}, {""lat"": 88.3128, ""long"": -41.9306, ""alt"": 30000, ""time"": ""16:26""}, {""lat"": -77.0062, ""long"": -89.9221, ""alt"": 30000, ""time"": ""6:40""}, {""lat"": -78.6035, ""long"": 116.5579, ""alt"": 10000, ""time"": ""19:38""}, {""lat"": 69.0563, ""long"": 70.6327, ""alt"": 25000, ""time"": ""6:56""}, {""lat"": 27.557, ""long"": -152.3997, ""alt"": 25000, ""time"": ""3:08""}, {""lat"": 1.488, ""long"": -9.2592, ""alt"": 20000, ""time"": ""19:04""}]","[{""flight_id"": ""INT5948"", ""alt"": 25000, ""time"": ""6:04"", ""wp"": ""WP1""}]",20,16,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP4""}]","[{""alt"": 246, ""time"": ""15:57""}, {""alt"": 478, ""time"": ""4:29""}]","[{""zone"": ""Near Airport"", ""alt"": [1346, 4675], ""time_range"": ""9:39-21:29""}]",Medium,Winter,0.31,4
FL2616,VGA,BOM,237,"[{""lat"": -72.9188, ""long"": 72.8094, ""alt"": 30000, ""time"": ""20:05""}, {""lat"": -89.06, ""long"": -133.0264, ""alt"": 25000, ""time"": ""21:38""}, {""lat"": -61.6835, ""long"": -7.3652, ""alt"": 25000, ""time"": ""5:22""}, {""lat"": -73.635, ""long"": 5.9004, ""alt"": 25000, ""time"": ""5:50""}, {""lat"": -33.0651, ""long"": -58.3326, ""alt"": 25000, ""time"": ""17:54""}, {""lat"": -88.3076, ""long"": 55.0359, ""alt"": 25000, ""time"": ""23:54""}]","[{""flight_id"": ""INT8489"", ""alt"": 10000, ""time"": ""15:48"", ""wp"": ""WP1""}]",5,6,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 459, ""time"": ""3:07""}, {""alt"": 439, ""time"": ""4:27""}]","[{""zone"": ""Near Airport"", ""alt"": [1285, 4591], ""time_range"": ""7:50-20:48""}]",Medium,Summer,0.51,8
FL2617,HYD,VGA,1146,"[{""lat"": -42.134, ""long"": 41.9922, ""alt"": 20000, ""time"": ""4:37""}, {""lat"": 36.2193, ""long"": 161.4192, ""alt"": 15000, ""time"": ""11:16""}, {""lat"": 35.1896, ""long"": 21.4855, ""alt"": 20000, ""time"": ""8:54""}, {""lat"": 6.7823, ""long"": -158.6268, ""alt"": 15000, ""time"": ""20:33""}, {""lat"": -70.5129, ""long"": 179.5869, ""alt"": 10000, ""time"": ""0:20""}, {""lat"": 23.2969, ""long"": 13.2903, ""alt"": 15000, ""time"": ""8:08""}, {""lat"": -46.1133, ""long"": -127.6458, ""alt"": 20000, ""time"": ""19:32""}, {""lat"": 61.2811, ""long"": 174.6791, ""alt"": 25000, ""time"": ""8:53""}]","[{""flight_id"": ""INT6502"", ""alt"": 15000, ""time"": ""10:19"", ""wp"": ""WP1""}]",1,17,Negative,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 309, ""time"": ""9:20""}, {""alt"": 112, ""time"": ""7:13""}]","[{""zone"": ""Near Airport"", ""alt"": [1880, 4879], ""time_range"": ""10:18-22:09""}]",Low,Winter,0.71,19
FL2618,HYD,MAA,863,"[{""lat"": -44.0353, ""long"": 162.7429, ""alt"": 25000, ""time"": ""4:37""}, {""lat"": -30.8014, ""long"": -175.1438, ""alt"": 25000, ""time"": ""20:30""}, {""lat"": -36.3897, ""long"": -179.4859, ""alt"": 10000, ""time"": ""16:16""}, {""lat"": 67.8514, ""long"": 157.1931, ""alt"": 20000, ""time"": ""17:39""}, {""lat"": 15.1715, ""long"": -159.4741, ""alt"": 30000, ""time"": ""12:58""}, {""lat"": -64.7825, ""long"": -125.5434, ""alt"": 10000, ""time"": ""18:50""}]","[{""flight_id"": ""INT9791"", ""alt"": 25000, ""time"": ""15:04"", ""wp"": ""WP1""}, {""flight_id"": ""INT1222"", ""alt"": 20000, ""time"": ""1:26"", ""wp"": ""WP4""}]",4,22,Negative,"[{""type"": ""Govt"", ""wp"": ""WP5""}]","[{""alt"": 255, ""time"": ""4:57""}, {""alt"": 139, ""time"": ""14:36""}]","[{""zone"": ""Near Airport"", ""alt"": [1481, 4367], ""time_range"": ""8:30-19:51""}]",High,Winter,0.71,1
FL2619,VGA,BLR,1139,"[{""lat"": 53.4472, ""long"": -38.785, ""alt"": 30000, ""time"": ""14:10""}, {""lat"": 2.4474, ""long"": 13.3141, ""alt"": 20000, ""time"": ""23:53""}, {""lat"": 63.2248, ""long"": -167.7487, ""alt"": 30000, ""time"": ""12:40""}, {""lat"": 78.7879, ""long"": 42.8527, ""alt"": 15000, ""time"": ""9:35""}, {""lat"": -24.2052, ""long"": 79.7888, ""alt"": 30000, ""time"": ""21:03""}, {""lat"": -50.0626, ""long"": 37.3224, ""alt"": 25000, ""time"": ""2:04""}, {""lat"": 41.1413, ""long"": -83.8467, ""alt"": 10000, ""time"": ""23:33""}, {""lat"": 35.6674, ""long"": 114.7715, ""alt"": 20000, ""time"": ""2:48""}, {""lat"": 68.227, ""long"": 14.1977, ""alt"": 20000, ""time"": ""6:00""}, {""lat"": -74.7298, ""long"": 116.5042, ""alt"": 30000, ""time"": ""21:10""}, {""lat"": -36.7259, ""long"": -35.7936, ""alt"": 15000, ""time"": ""8:54""}]","[{""flight_id"": ""INT8012"", ""alt"": 25000, ""time"": ""15:47"", ""wp"": ""WP3""}]",25,27,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP4""}]","[{""alt"": 464, ""time"": ""14:52""}, {""alt"": 235, ""time"": ""15:43""}, {""alt"": 161, ""time"": ""1:26""}]","[{""zone"": ""Near Airport"", ""alt"": [2561, 5700], ""time_range"": ""8:17-21:38""}]",High,Monsoon,0.49,30
FL2620,HYD,DEL,604,"[{""lat"": -10.5313, ""long"": 9.1752, ""alt"": 10000, ""time"": ""5:19""}, {""lat"": -72.944, ""long"": 142.3763, ""alt"": 25000, ""time"": ""6:48""}, {""lat"": 63.9771, ""long"": -47.9945, ""alt"": 15000, ""time"": ""10:20""}, {""lat"": 66.504, ""long"": 22.9782, ""alt"": 15000, ""time"": ""6:38""}, {""lat"": 33.116, ""long"": 51.4609, ""alt"": 10000, ""time"": ""0:53""}, {""lat"": 26.6778, ""long"": 35.095, ""alt"": 25000, ""time"": ""13:28""}, {""lat"": -13.9584, ""long"": -94.0765, ""alt"": 10000, ""time"": ""12:17""}, {""lat"": -51.0891, ""long"": 128.8976, ""alt"": 10000, ""time"": ""12:14""}, {""lat"": -18.5148, ""long"": -156.286, ""alt"": 15000, ""time"": ""1:38""}, {""lat"": 78.8021, ""long"": 100.7303, ""alt"": 20000, ""time"": ""14:59""}, {""lat"": 29.9027, ""long"": 105.8424, ""alt"": 25000, ""time"": ""4:14""}, {""lat"": 2.0587, ""long"": 167.4437, ""alt"": 25000, ""time"": ""11:59""}, {""lat"": -37.0152, ""long"": 49.535, ""alt"": 15000, ""time"": ""3:17""}, {""lat"": 21.5604, ""long"": -111.3532, ""alt"": 25000, ""time"": ""18:39""}, {""lat"": -31.7293, ""long"": 57.4752, ""alt"": 25000, ""time"": ""9:05""}]","[{""flight_id"": ""INT6756"", ""alt"": 10000, ""time"": ""22:26"", ""wp"": ""WP3""}, {""flight_id"": ""INT2322"", ""alt"": 25000, ""time"": ""10:19"", ""wp"": ""WP4""}, {""flight_id"": ""INT3079"", ""alt"": 25000, ""time"": ""3:43"", ""wp"": ""WP2""}, {""flight_id"": ""INT7839"", ""alt"": 10000, ""time"": ""14:18"", ""wp"": ""WP1""}, {""flight_id"": ""INT2499"", ""alt"": 15000, ""time"": ""17:50"", ""wp"": ""WP1""}]",25,11,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP4""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 206, ""time"": ""0:22""}, {""alt"": 143, ""time"": ""18:52""}]","[{""zone"": ""City Area"", ""alt"": [1150, 5466], ""time_range"": ""6:53-22:55""}]",High,Summer,0.78,9
FL2621,BLR,VGA,830,"[{""lat"": 84.0136, ""long"": -101.9323, ""alt"": 10000, ""time"": ""10:06""}, {""lat"": -79.9332, ""long"": -14.5792, ""alt"": 25000, ""time"": ""2:09""}, {""lat"": -52.012, ""long"": -17.3081, ""alt"": 30000, ""time"": ""13:15""}, {""lat"": 0.5551, ""long"": 63.6892, ""alt"": 10000, ""time"": ""11:38""}, {""lat"": -0.3651, ""long"": -29.3614, ""alt"": 15000, ""time"": ""13:09""}, {""lat"": 66.5857, ""long"": 19.5562, ""alt"": 15000, ""time"": ""1:13""}, {""lat"": -76.3393, ""long"": 138.9213, ""alt"": 30000, ""time"": ""3:46""}, {""lat"": -60.7109, ""long"": 2.079, ""alt"": 10000, ""time"": ""20:37""}, {""lat"": -14.2414, ""long"": 37.4871, ""alt"": 10000, ""time"": ""14:12""}, {""lat"": -16.7989, ""long"": 81.0133, ""alt"": 20000, ""time"": ""1:13""}, {""lat"": 77.1841, ""long"": 115.9634, ""alt"": 25000, ""time"": ""7:22""}, {""lat"": -76.5429, ""long"": -136.3434, ""alt"": 15000, ""time"": ""2:18""}, {""lat"": -1.9025, ""long"": 87.8681, ""alt"": 15000, ""time"": ""0:00""}, {""lat"": -4.2165, ""long"": 95.5677, ""alt"": 30000, ""time"": ""18:38""}, {""lat"": 79.7823, ""long"": -48.5426, ""alt"": 10000, ""time"": ""23:18""}]","[{""flight_id"": ""INT7975"", ""alt"": 25000, ""time"": ""15:19"", ""wp"": ""WP1""}, {""flight_id"": ""INT4183"", ""alt"": 25000, ""time"": ""5:25"", ""wp"": ""WP3""}, {""flight_id"": ""INT5088"", ""alt"": 15000, ""time"": ""9:15"", ""wp"": ""WP1""}, {""flight_id"": ""INT1663"", ""alt"": 10000, ""time"": ""6:05"", ""wp"": ""WP3""}]",14,12,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP4""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]","[{""alt"": 329, ""time"": ""3:30""}, {""alt"": 427, ""time"": ""11:04""}, {""alt"": 257, ""time"": ""7:59""}]","[{""zone"": ""City Area"", ""alt"": [1203, 3998], ""time_range"": ""7:24-22:13""}]",Low,Monsoon,0.43,13
FL2622,BLR,HYD,287,"[{""lat"": 44.4001, ""long"": 52.2297, ""alt"": 25000, ""time"": ""2:42""}, {""lat"": 81.6721, ""long"": 79.5059, ""alt"": 15000, ""time"": ""21:55""}, {""lat"": -77.7056, ""long"": 173.1064, ""alt"": 20000, ""time"": ""21:18""}, {""lat"": -83.2678, ""long"": -89.1172, ""alt"": 20000, ""time"": ""8:03""}, {""lat"": 52.7299, ""long"": -17.3225, ""alt"": 10000, ""time"": ""17:49""}]","[{""flight_id"": ""INT5202"", ""alt"": 20000, ""time"": ""22:21"", ""wp"": ""WP2""}, {""flight_id"": ""INT8698"", ""alt"": 10000, ""time"": ""18:48"", ""wp"": ""WP4""}, {""flight_id"": ""INT7751"", ""alt"": 20000, ""time"": ""14:04"", ""wp"": ""WP2""}, {""flight_id"": ""INT9480"", ""alt"": 25000, ""time"": ""4:44"", ""wp"": ""WP2""}, {""flight_id"": ""INT6807"", ""alt"": 20000, ""time"": ""11:23"", ""wp"": ""WP1""}]",4,19,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 355, ""time"": ""9:27""}, {""alt"": 214, ""time"": ""9:41""}, {""alt"": 396, ""time"": ""13:54""}]","[{""zone"": ""Near Airport"", ""alt"": [1030, 5281], ""time_range"": ""9:31-18:36""}]",Low,Summer,0.39,19
FL2623,BLR,DEL,392,"[{""lat"": 23.1966, ""long"": 110.7673, ""alt"": 15000, ""time"": ""16:46""}, {""lat"": -27.7673, ""long"": -175.1742, ""alt"": 20000, ""time"": ""22:18""}, {""lat"": -82.2753, ""long"": 116.2062, ""alt"": 15000, ""time"": ""15:18""}, {""lat"": 62.9785, ""long"": -39.2562, ""alt"": 30000, ""time"": ""16:10""}, {""lat"": 74.5213, ""long"": 48.5926, ""alt"": 15000, ""time"": ""8:19""}, {""lat"": 22.5075, ""long"": 151.8566, ""alt"": 10000, ""time"": ""13:52""}, {""lat"": -17.2167, ""long"": 9.7335, ""alt"": 20000, ""time"": ""17:52""}, {""lat"": -2.8824, ""long"": 83.4865, ""alt"": 20000, ""time"": ""11:59""}, {""lat"": -73.8136, ""long"": -157.3225, ""alt"": 20000, ""time"": ""12:06""}, {""lat"": 56.5025, ""long"": -143.2457, ""alt"": 10000, ""time"": ""10:27""}, {""lat"": 20.8464, ""long"": 5.0736, ""alt"": 10000, ""time"": ""11:02""}]","[{""flight_id"": ""INT6382"", ""alt"": 25000, ""time"": ""18:30"", ""wp"": ""WP1""}, {""flight_id"": ""INT7596"", ""alt"": 15000, ""time"": ""15:37"", ""wp"": ""WP2""}, {""flight_id"": ""INT5832"", ""alt"": 15000, ""time"": ""14:20"", ""wp"": ""WP2""}, {""flight_id"": ""INT7426"", ""alt"": 10000, ""time"": ""11:02"", ""wp"": ""WP2""}]",16,30,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 344, ""time"": ""21:31""}, {""alt"": 330, ""time"": ""4:06""}, {""alt"": 165, ""time"": ""4:00""}]","[{""zone"": ""Near Airport"", ""alt"": [2094, 4855], ""time_range"": ""9:43-20:29""}]",Medium,Winter,0.8,12
