Flight ID,Destination,Airline,Aircraft Type,Scheduled Departure,Scheduled Arrival,Actual Departure,Actual Arrival,Traffic Volume (Nearby Flights ±5 mins),Sector Congestion (Intersections),Special Event (Rating out of 10),Day of the Week,Time of the Day,Weather Condition,Airport Operating Hours (Origin),Airport Operating Hours (Destination),Actual Travel Distance (Time Taken in mins),Suggested Travel Distance (Optimal Time in mins)
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:06 PM,8:37 PM,10:08 PM,5 flights scheduled within +/-5 mins,7:22 - Flight XYZ-ABC at 21403 ft,10,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,45
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:36 PM,9:10 PM,11:00 PM,5 flights scheduled within +/-5 mins,10:27 - Flight XYZ-ABC at 21445 ft,7,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,58,47
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:01 PM,9:21 PM,10:41 PM,2 flights scheduled within +/-5 mins,8:26 - Flight XYZ-ABC at 19895 ft,0,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,53,45
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:31 PM,9:26 PM,10:27 PM,6 flights scheduled within +/-5 mins,8:20 - Flight XYZ-ABC at 23639 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,65,50
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:58 PM,12:46 PM,2:14 PM,4 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 23014 ft,5,Wednesday,Afternoon,Fog,05:00-23:00,05:00-23:00,47,49
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,1:55 PM,3:37 PM,4:56 PM,5 flights scheduled within +/-5 mins,10:21 - Flight XYZ-ABC at 28353 ft,5,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,45,50
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:59 PM,2:21 PM,3:52 PM,1 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 23564 ft,5,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,55
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:41 PM,3:03 PM,4:18 PM,5 flights scheduled within +/-5 mins,8:25 - Flight XYZ-ABC at 23335 ft,5,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,56,52
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:04 PM,4:48 PM,6:35 PM,1 flights scheduled within +/-5 mins,8:28 - Flight XYZ-ABC at 19490 ft,0,Monday,Evening,Clear,05:00-23:00,05:00-23:00,60,50
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:36 PM,6:18 PM,7:21 PM,4 flights scheduled within +/-5 mins,8:30 - Flight XYZ-ABC at 15090 ft,10,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,62,46
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:39 PM,6:08 PM,7:48 PM,1 flights scheduled within +/-5 mins,7:41 - Flight XYZ-ABC at 19381 ft,0,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,48,50
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:33 PM,6:59 PM,8:23 PM,2 flights scheduled within +/-5 mins,9:49 - Flight XYZ-ABC at 22502 ft,10,Friday,Morning,Clear,05:00-23:00,05:00-23:00,45,53
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:20 PM,7:04 PM,8:26 PM,5 flights scheduled within +/-5 mins,9:35 - Flight XYZ-ABC at 29109 ft,5,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,63,47
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:46 PM,7:19 PM,9:05 PM,2 flights scheduled within +/-5 mins,7:16 - Flight XYZ-ABC at 26937 ft,5,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,61,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:13 PM,7:53 PM,9:29 PM,3 flights scheduled within +/-5 mins,10:22 - Flight XYZ-ABC at 29082 ft,7,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,62,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:19 PM,8:37 PM,10:03 PM,6 flights scheduled within +/-5 mins,9:43 - Flight XYZ-ABC at 23533 ft,7,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,49,53
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:18 PM,9:10 PM,10:38 PM,3 flights scheduled within +/-5 mins,10:50 - Flight XYZ-ABC at 29536 ft,5,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,62,46
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:44 PM,9:21 PM,10:25 PM,2 flights scheduled within +/-5 mins,8:56 - Flight XYZ-ABC at 29530 ft,0,Monday,Evening,Rain,05:00-23:00,05:00-23:00,51,45
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:38 PM,9:26 PM,11:13 PM,6 flights scheduled within +/-5 mins,7:49 - Flight XYZ-ABC at 16729 ft,5,Friday,Morning,Fog,05:00-23:00,05:00-23:00,64,55
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:09 PM,12:46 PM,2:03 PM,2 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 27658 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,56,47
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:08 PM,3:37 PM,5:09 PM,6 flights scheduled within +/-5 mins,8:39 - Flight XYZ-ABC at 24558 ft,10,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,60,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:37 PM,2:21 PM,4:20 PM,3 flights scheduled within +/-5 mins,7:20 - Flight XYZ-ABC at 17665 ft,7,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,51,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:11 PM,3:03 PM,4:58 PM,2 flights scheduled within +/-5 mins,10:16 - Flight XYZ-ABC at 23759 ft,10,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,55,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:25 PM,4:48 PM,6:28 PM,3 flights scheduled within +/-5 mins,9:50 - Flight XYZ-ABC at 16459 ft,5,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,45,54
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:16 PM,6:18 PM,7:27 PM,4 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 22246 ft,10,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,53,54
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:40 PM,6:08 PM,7:37 PM,5 flights scheduled within +/-5 mins,8:13 - Flight XYZ-ABC at 16786 ft,7,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,62,51
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:03 PM,6:59 PM,7:59 PM,3 flights scheduled within +/-5 mins,8:56 - Flight XYZ-ABC at 25038 ft,5,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,62,49
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:14 PM,7:04 PM,8:17 PM,2 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 19870 ft,10,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,48,53
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:13 PM,7:19 PM,8:28 PM,2 flights scheduled within +/-5 mins,9:28 - Flight XYZ-ABC at 29082 ft,7,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,60,55
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:09 PM,7:53 PM,9:01 PM,2 flights scheduled within +/-5 mins,8:46 - Flight XYZ-ABC at 25466 ft,5,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,65,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:10 PM,8:37 PM,10:11 PM,4 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 18852 ft,5,Monday,Evening,Clear,05:00-23:00,05:00-23:00,48,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:55 PM,9:10 PM,10:19 PM,2 flights scheduled within +/-5 mins,10:14 - Flight XYZ-ABC at 20176 ft,0,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,57,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:12 PM,9:21 PM,10:56 PM,1 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 29592 ft,5,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,65,47
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:33 PM,9:26 PM,10:53 PM,2 flights scheduled within +/-5 mins,7:50 - Flight XYZ-ABC at 16213 ft,0,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,56,47
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:22 PM,12:46 PM,2:00 PM,2 flights scheduled within +/-5 mins,7:51 - Flight XYZ-ABC at 19426 ft,5,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,54,48
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:41 PM,3:37 PM,5:11 PM,1 flights scheduled within +/-5 mins,10:27 - Flight XYZ-ABC at 27971 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,45,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:07 PM,2:21 PM,4:21 PM,3 flights scheduled within +/-5 mins,8:59 - Flight XYZ-ABC at 15167 ft,10,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,48,46
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:13 PM,3:03 PM,4:19 PM,3 flights scheduled within +/-5 mins,9:54 - Flight XYZ-ABC at 17697 ft,5,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,49,48
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:27 PM,4:48 PM,6:29 PM,3 flights scheduled within +/-5 mins,8:25 - Flight XYZ-ABC at 15961 ft,0,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,55,49
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:25 PM,6:18 PM,7:41 PM,3 flights scheduled within +/-5 mins,8:10 - Flight XYZ-ABC at 21438 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,63,49
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:23 PM,6:08 PM,7:41 PM,3 flights scheduled within +/-5 mins,7:37 - Flight XYZ-ABC at 17346 ft,7,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,57,48
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:57 PM,6:59 PM,8:14 PM,2 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 25837 ft,5,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,62,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:07 PM,7:04 PM,8:15 PM,6 flights scheduled within +/-5 mins,10:16 - Flight XYZ-ABC at 23878 ft,0,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,65,53
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:53 PM,7:19 PM,8:50 PM,4 flights scheduled within +/-5 mins,7:26 - Flight XYZ-ABC at 29748 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,58,49
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:48 PM,7:53 PM,9:44 PM,6 flights scheduled within +/-5 mins,9:43 - Flight XYZ-ABC at 23231 ft,7,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,60,49
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:31 PM,8:37 PM,10:09 PM,6 flights scheduled within +/-5 mins,8:27 - Flight XYZ-ABC at 25592 ft,5,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,61,48
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:23 PM,9:10 PM,10:52 PM,6 flights scheduled within +/-5 mins,10:41 - Flight XYZ-ABC at 15023 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,63,55
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:36 PM,9:21 PM,10:37 PM,6 flights scheduled within +/-5 mins,7:12 - Flight XYZ-ABC at 19558 ft,10,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,58,46
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:09 PM,9:26 PM,10:40 PM,5 flights scheduled within +/-5 mins,8:55 - Flight XYZ-ABC at 25363 ft,5,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,54
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:52 PM,12:46 PM,2:34 PM,5 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 17099 ft,10,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,45,45
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:07 PM,3:37 PM,4:59 PM,3 flights scheduled within +/-5 mins,9:31 - Flight XYZ-ABC at 15610 ft,5,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,48,47
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:17 PM,2:21 PM,3:31 PM,4 flights scheduled within +/-5 mins,9:39 - Flight XYZ-ABC at 25583 ft,0,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,49,54
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:51 PM,3:03 PM,4:33 PM,4 flights scheduled within +/-5 mins,7:36 - Flight XYZ-ABC at 29038 ft,7,Wednesday,Morning,Fog,05:00-23:00,05:00-23:00,55,55
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,5:52 PM,4:48 PM,6:22 PM,2 flights scheduled within +/-5 mins,9:58 - Flight XYZ-ABC at 21807 ft,5,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,59,53
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:05 PM,6:18 PM,8:02 PM,5 flights scheduled within +/-5 mins,8:38 - Flight XYZ-ABC at 20632 ft,0,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,47,54
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:14 PM,6:08 PM,7:31 PM,5 flights scheduled within +/-5 mins,10:10 - Flight XYZ-ABC at 15727 ft,10,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,61,47
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:05 PM,6:59 PM,8:27 PM,1 flights scheduled within +/-5 mins,8:37 - Flight XYZ-ABC at 15799 ft,7,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,54,55
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:16 PM,7:04 PM,8:28 PM,3 flights scheduled within +/-5 mins,8:17 - Flight XYZ-ABC at 24611 ft,10,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,46,51
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:16 PM,7:19 PM,9:15 PM,1 flights scheduled within +/-5 mins,9:53 - Flight XYZ-ABC at 20535 ft,10,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,58,54
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:31 PM,7:53 PM,8:59 PM,6 flights scheduled within +/-5 mins,10:25 - Flight XYZ-ABC at 23004 ft,5,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,58,53
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:15 PM,8:37 PM,10:13 PM,2 flights scheduled within +/-5 mins,8:32 - Flight XYZ-ABC at 17407 ft,7,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,52,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:24 PM,9:10 PM,10:59 PM,6 flights scheduled within +/-5 mins,8:43 - Flight XYZ-ABC at 22268 ft,0,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,61,52
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:56 PM,9:21 PM,10:29 PM,1 flights scheduled within +/-5 mins,7:19 - Flight XYZ-ABC at 25255 ft,7,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,65,48
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:29 PM,9:26 PM,10:40 PM,6 flights scheduled within +/-5 mins,9:33 - Flight XYZ-ABC at 21101 ft,5,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,47,48
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:51 PM,12:46 PM,1:52 PM,3 flights scheduled within +/-5 mins,9:29 - Flight XYZ-ABC at 20538 ft,7,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,62,51
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:42 PM,3:37 PM,5:09 PM,1 flights scheduled within +/-5 mins,9:27 - Flight XYZ-ABC at 16211 ft,5,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,55,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:57 PM,2:21 PM,3:56 PM,2 flights scheduled within +/-5 mins,9:34 - Flight XYZ-ABC at 25450 ft,7,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,46,49
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:39 PM,3:03 PM,4:54 PM,6 flights scheduled within +/-5 mins,7:19 - Flight XYZ-ABC at 20478 ft,10,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,56,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:44 PM,4:48 PM,6:18 PM,5 flights scheduled within +/-5 mins,8:56 - Flight XYZ-ABC at 16593 ft,5,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,46,50
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:03 PM,6:18 PM,7:25 PM,5 flights scheduled within +/-5 mins,8:14 - Flight XYZ-ABC at 27382 ft,0,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,55,49
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:36 PM,6:08 PM,8:08 PM,4 flights scheduled within +/-5 mins,10:45 - Flight XYZ-ABC at 29190 ft,10,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,58,46
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:05 PM,6:59 PM,8:06 PM,1 flights scheduled within +/-5 mins,9:38 - Flight XYZ-ABC at 17816 ft,0,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,57,55
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:54 PM,7:04 PM,8:10 PM,5 flights scheduled within +/-5 mins,9:56 - Flight XYZ-ABC at 27959 ft,10,Friday,Evening,Rain,05:00-23:00,05:00-23:00,51,52
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:34 PM,7:19 PM,9:01 PM,2 flights scheduled within +/-5 mins,7:46 - Flight XYZ-ABC at 26185 ft,5,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,52,54
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:53 PM,7:53 PM,9:23 PM,2 flights scheduled within +/-5 mins,7:33 - Flight XYZ-ABC at 23623 ft,5,Tuesday,Morning,Clear,05:00-23:00,05:00-23:00,52,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:35 PM,8:37 PM,9:46 PM,1 flights scheduled within +/-5 mins,9:10 - Flight XYZ-ABC at 23238 ft,5,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,55,54
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,11:01 PM,9:10 PM,10:15 PM,4 flights scheduled within +/-5 mins,9:48 - Flight XYZ-ABC at 23109 ft,5,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,54,48
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:25 PM,9:21 PM,11:20 PM,6 flights scheduled within +/-5 mins,10:37 - Flight XYZ-ABC at 26121 ft,0,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,46,54
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:12 PM,9:26 PM,10:26 PM,3 flights scheduled within +/-5 mins,8:41 - Flight XYZ-ABC at 23566 ft,7,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,60,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:26 PM,12:46 PM,2:13 PM,4 flights scheduled within +/-5 mins,10:41 - Flight XYZ-ABC at 22110 ft,7,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,55,54
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:04 PM,3:37 PM,4:53 PM,2 flights scheduled within +/-5 mins,7:36 - Flight XYZ-ABC at 15049 ft,10,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,55,53
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:59 PM,2:21 PM,4:00 PM,3 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 18437 ft,5,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,56,49
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:06 PM,3:03 PM,4:15 PM,6 flights scheduled within +/-5 mins,7:39 - Flight XYZ-ABC at 16253 ft,0,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,51,53
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,5:55 PM,4:48 PM,6:20 PM,4 flights scheduled within +/-5 mins,8:41 - Flight XYZ-ABC at 19850 ft,10,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,61,50
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:23 PM,6:18 PM,7:43 PM,3 flights scheduled within +/-5 mins,10:47 - Flight XYZ-ABC at 29433 ft,0,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,51,52
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:56 PM,6:08 PM,7:56 PM,2 flights scheduled within +/-5 mins,7:36 - Flight XYZ-ABC at 29665 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,57,52
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:14 PM,6:59 PM,8:48 PM,5 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 15599 ft,5,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,55,46
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:47 PM,7:04 PM,8:41 PM,2 flights scheduled within +/-5 mins,8:29 - Flight XYZ-ABC at 22025 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,56,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:29 PM,7:19 PM,8:49 PM,4 flights scheduled within +/-5 mins,8:43 - Flight XYZ-ABC at 24539 ft,10,Monday,Evening,Fog,05:00-23:00,05:00-23:00,45,53
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:20 PM,7:53 PM,9:16 PM,1 flights scheduled within +/-5 mins,8:37 - Flight XYZ-ABC at 25487 ft,5,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,51,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:15 PM,8:37 PM,9:39 PM,6 flights scheduled within +/-5 mins,9:54 - Flight XYZ-ABC at 27982 ft,0,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,63,45
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:16 PM,9:10 PM,10:57 PM,2 flights scheduled within +/-5 mins,7:21 - Flight XYZ-ABC at 17939 ft,10,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,51,48
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:02 PM,9:21 PM,11:01 PM,1 flights scheduled within +/-5 mins,8:31 - Flight XYZ-ABC at 28268 ft,7,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,50,52
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:26 PM,9:26 PM,11:05 PM,5 flights scheduled within +/-5 mins,7:27 - Flight XYZ-ABC at 17873 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,61,53
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:28 PM,12:46 PM,2:45 PM,1 flights scheduled within +/-5 mins,10:19 - Flight XYZ-ABC at 23778 ft,7,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,58,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:34 PM,3:37 PM,5:29 PM,5 flights scheduled within +/-5 mins,7:14 - Flight XYZ-ABC at 25463 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,64,45
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:23 PM,2:21 PM,4:01 PM,6 flights scheduled within +/-5 mins,8:16 - Flight XYZ-ABC at 25967 ft,7,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,47,53
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:15 PM,3:03 PM,4:50 PM,1 flights scheduled within +/-5 mins,10:42 - Flight XYZ-ABC at 18353 ft,7,Tuesday,Morning,Clear,05:00-23:00,05:00-23:00,56,46
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:36 PM,4:48 PM,6:02 PM,5 flights scheduled within +/-5 mins,9:53 - Flight XYZ-ABC at 17178 ft,0,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,53,48
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:56 PM,6:18 PM,7:40 PM,1 flights scheduled within +/-5 mins,7:49 - Flight XYZ-ABC at 20122 ft,7,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,53,53
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:27 PM,6:08 PM,7:11 PM,2 flights scheduled within +/-5 mins,8:56 - Flight XYZ-ABC at 15286 ft,5,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,59,52
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:22 PM,6:59 PM,8:50 PM,6 flights scheduled within +/-5 mins,8:44 - Flight XYZ-ABC at 19902 ft,7,Friday,Morning,Rain,05:00-23:00,05:00-23:00,46,54
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:36 PM,7:04 PM,8:52 PM,3 flights scheduled within +/-5 mins,10:52 - Flight XYZ-ABC at 20767 ft,0,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,56,49
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:07 PM,7:19 PM,8:41 PM,6 flights scheduled within +/-5 mins,7:51 - Flight XYZ-ABC at 28514 ft,10,Wednesday,Evening,Fog,05:00-23:00,05:00-23:00,51,51
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:25 PM,7:53 PM,9:44 PM,4 flights scheduled within +/-5 mins,7:52 - Flight XYZ-ABC at 29707 ft,10,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,59,53
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:25 PM,8:37 PM,9:40 PM,5 flights scheduled within +/-5 mins,7:31 - Flight XYZ-ABC at 21980 ft,10,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,49,47
