Pilot ID,Performance Level,Training Hours,Simulator Hours,Flight Experience (Years),Training Score,Performance Score,Incidents,Accidents,Aircraft Types Flown,Last Check Ride Score,Reaction Time (ms),Stress Level,Sleep Quality,Cognitive Flexibility Score,Psychological Condition Index
P050,Very Good,330.81,384.89,19.59,77.67,14.63,2.66,1.49,1.31,60.57,388.55,2.01,5.47,64.99,91.16
P050,Very Good,438.14,547.52,5.22,92.46,48.55,2.1,0.85,6.56,78.79,517.29,2.42,3.32,61.96,95.85
P050,Very Good,1133.9,785.23,17.7,79.04,91.74,1.04,0.36,9.22,86.34,216.48,3.56,6.07,86.97,97.25
P050,Very Good,350.69,203.08,2.02,100.54,83.2,2.13,1.74,8.59,101.21,331.17,9.43,6.46,86.47,100.44
P050,Very Good,932.59,646.6,22.17,89.51,23.36,1.09,0.29,1.98,91.34,261.81,10.31,5.23,90.32,80.07
P050,Very Good,1483.14,776.76,11.04,88.18,72.52,3.49,1.76,4.65,62.05,360.6,7.21,1.68,69.52,78.29
P050,Very Good,1072.14,480.64,30.97,86.7,32.94,0.5,2.05,2.44,69.61,410.51,9.5,1.85,64.44,60.64
P050,Very Good,691.81,211.86,15.37,78.08,83.59,2.04,1.15,8.88,67.3,323.13,7.49,3.86,71.79,65.99
P050,Very Good,1034.16,506.0,38.21,100.83,36.2,4.07,1.27,9.04,78.13,485.59,10.78,6.65,60.43,92.03
P050,Very Good,691.94,557.11,3.14,101.55,12.81,1.76,1.17,2.11,56.12,523.04,1.98,5.23,100.68,106.19
P050,Very Good,925.83,419.54,23.23,93.34,72.08,4.56,0.73,3.33,102.41,372.65,1.78,7.74,73.57,95.02
P050,Very Good,1463.79,281.95,2.41,81.93,22.64,3.62,1.47,5.84,88.53,465.33,8.91,5.88,84.98,56.73
P050,Very Good,481.36,786.62,15.2,63.07,38.72,0.55,0.48,6.19,77.27,396.93,8.41,10.53,83.64,55.41
P050,Very Good,1321.85,614.37,18.15,93.47,41.69,2.42,1.0,3.75,89.63,304.65,10.78,2.36,67.52,79.97
P050,Very Good,773.58,500.66,27.33,78.85,43.68,4.94,0.88,10.2,77.04,234.26,3.47,3.66,78.02,88.45
P050,Very Good,496.76,176.45,5.66,74.0,71.36,5.12,1.39,7.73,104.67,450.56,9.55,4.09,62.11,77.4
P050,Very Good,547.03,142.84,33.88,75.09,43.86,1.68,1.7,4.47,70.85,386.74,1.62,3.5,73.22,76.86
P050,Very Good,760.62,168.19,23.72,81.97,28.36,1.64,1.84,1.68,106.9,441.42,2.2,4.67,54.99,71.17
P050,Very Good,721.02,457.36,1.96,74.34,87.11,2.19,1.61,2.05,74.13,227.03,5.43,7.19,54.3,68.67
P050,Very Good,1541.9,821.83,3.85,75.69,27.76,2.87,1.04,6.28,61.4,351.63,2.55,3.34,96.22,57.65
P050,Very Good,761.13,243.72,3.9,102.03,40.95,2.68,0.04,10.21,93.97,282.72,10.33,8.01,102.94,103.8
P050,Very Good,1103.0,217.63,16.06,66.21,19.09,2.16,0.61,4.54,91.9,376.23,2.81,3.59,105.32,76.34
P050,Very Good,1081.97,764.21,20.65,73.3,72.26,3.02,0.35,2.18,98.82,274.36,5.35,2.79,56.49,71.52
P050,Very Good,1532.36,558.02,4.29,105.66,78.91,3.65,0.76,5.14,63.58,404.95,3.62,7.67,55.33,108.46
P050,Very Good,1358.41,205.74,15.29,71.06,64.15,4.35,1.31,8.66,93.26,322.75,1.09,2.03,83.07,82.39
P050,Very Good,741.93,361.96,30.2,63.21,77.69,1.1,1.6,2.81,76.21,453.87,2.18,4.06,70.86,58.7
P050,Very Good,1454.75,205.14,25.1,67.11,78.25,2.93,0.34,6.09,99.69,214.24,9.77,9.15,97.87,61.11
P050,Very Good,708.01,510.09,20.92,87.48,51.57,3.19,1.85,7.8,97.52,403.7,4.84,6.89,87.88,66.27
P050,Very Good,1423.15,382.87,9.03,90.42,25.66,1.4,1.41,2.46,63.8,231.19,3.79,7.56,91.03,83.84
P050,Very Good,1030.57,673.93,2.51,97.91,83.88,1.26,1.56,7.67,75.82,358.92,7.52,6.74,58.43,83.15
P050,Very Good,473.87,695.59,14.84,78.31,98.2,3.8,0.94,8.18,99.94,492.76,6.65,1.9,100.28,77.88
P050,Very Good,1258.42,567.97,23.43,79.97,91.37,3.35,0.27,4.29,97.59,460.93,3.27,3.82,97.36,80.98
P050,Very Good,1307.95,380.47,33.21,83.02,85.23,2.14,0.37,7.39,58.52,255.14,1.56,5.21,98.33,58.11
P050,Very Good,1157.33,450.86,17.59,73.25,41.96,0.35,0.21,6.76,72.57,317.59,10.43,6.5,82.04,55.44
P050,Very Good,663.02,414.89,23.54,90.36,76.79,5.2,0.71,1.64,92.71,396.35,5.5,8.4,99.01,61.73
P050,Very Good,775.52,767.91,37.5,81.62,49.98,2.89,1.66,5.59,96.21,462.78,2.03,2.55,80.5,62.91
P050,Very Good,569.82,781.06,34.41,96.82,1.26,0.91,0.97,10.39,92.89,228.77,9.54,8.79,64.97,57.49
P050,Very Good,1224.46,389.05,36.42,84.66,52.19,4.61,1.24,5.53,99.74,228.11,5.15,10.19,104.46,102.87
P050,Very Good,911.15,396.02,28.12,105.23,56.92,1.23,1.05,4.3,102.3,475.98,1.3,9.33,96.17,77.19
P050,Very Good,1244.96,515.89,14.16,74.25,87.65,0.98,1.68,2.84,101.52,242.49,9.94,6.63,66.3,69.45
P050,Very Good,492.54,439.74,34.81,73.27,37.02,0.66,0.2,8.35,92.4,367.99,3.35,4.17,58.74,93.6
P050,Very Good,1216.08,164.94,4.35,100.64,56.05,1.7,0.6,3.58,93.21,304.65,5.9,1.29,100.74,81.97
P050,Very Good,674.71,610.32,25.69,79.66,19.91,2.7,0.37,9.17,69.9,460.02,3.77,6.41,81.1,71.43
P050,Very Good,1277.41,544.45,12.66,92.98,83.16,0.94,1.66,5.82,69.75,332.11,9.02,5.99,70.6,104.28
P050,Very Good,684.52,204.41,36.93,72.0,77.81,2.32,1.06,1.44,99.18,439.48,4.23,7.1,80.9,66.2
P050,Very Good,1323.05,377.75,32.4,101.58,74.77,2.11,1.55,2.72,70.29,424.88,3.02,2.81,74.82,97.31
P050,Very Good,435.15,307.1,36.09,67.38,97.72,3.17,0.67,1.7,62.46,316.55,9.23,8.26,85.98,91.56
P050,Very Good,1272.83,335.9,23.8,95.96,83.74,0.75,1.77,7.23,60.23,297.62,6.51,7.55,74.87,74.22
P050,Very Good,1134.85,818.41,13.05,64.75,25.67,0.03,0.79,6.11,63.32,461.54,9.18,1.49,88.54,64.26
P050,Very Good,1117.47,669.62,23.01,78.81,29.78,1.22,1.0,9.36,59.44,292.64,5.48,9.32,72.55,64.07
P050,Very Good,1181.84,455.66,10.46,67.74,22.44,3.79,1.09,2.78,65.42,442.05,7.95,7.82,71.83,89.33
P050,Very Good,882.29,610.63,14.82,89.73,48.78,0.65,0.26,7.28,61.43,370.9,4.45,8.82,54.88,77.86
P050,Very Good,379.99,449.43,25.7,88.98,38.37,1.9,1.93,8.04,106.07,340.99,8.53,2.32,75.55,71.75
P050,Very Good,923.05,173.12,3.08,94.39,22.1,2.99,0.42,6.33,89.4,282.49,5.9,2.81,64.52,76.73
P050,Very Good,489.95,614.34,40.81,96.6,83.75,4.85,1.19,6.87,90.75,426.53,9.1,9.36,99.34,100.44
P050,Very Good,1303.42,413.45,24.79,79.81,69.16,1.67,1.81,9.46,77.22,515.83,5.06,8.95,93.7,89.33
P050,Very Good,617.07,385.39,27.87,67.5,17.62,3.95,1.01,5.1,82.2,383.73,4.01,4.39,55.83,90.4
P050,Very Good,981.24,665.5,36.03,64.46,98.11,3.41,0.38,1.41,78.64,224.68,6.73,2.26,105.09,66.64
P050,Very Good,1128.06,154.94,5.67,88.79,34.73,2.38,1.98,8.44,61.01,323.37,10.47,8.3,98.31,104.58
P050,Very Good,1319.51,471.75,36.64,89.29,72.68,2.75,0.5,2.43,84.96,502.04,7.45,7.46,60.59,67.41
P050,Very Good,570.16,542.94,29.37,77.03,23.74,0.11,0.02,2.15,72.72,366.39,1.46,7.35,61.84,93.35
P050,Very Good,1142.59,543.81,9.51,83.75,60.08,3.0,0.52,5.79,87.58,224.12,3.83,1.97,87.76,85.13
P050,Very Good,679.85,303.61,15.74,73.02,13.46,1.71,2.06,5.86,99.57,366.14,5.38,8.29,51.02,82.18
P050,Very Good,1538.77,336.69,36.9,84.05,22.77,3.23,1.93,9.35,55.58,382.85,5.99,7.45,82.5,71.83
P050,Very Good,1464.09,729.11,28.34,69.86,27.37,2.11,1.2,2.14,52.22,369.17,2.6,3.78,106.19,104.53
P050,Very Good,424.01,687.33,4.3,79.37,75.79,0.46,1.55,2.63,77.38,253.27,4.86,7.97,90.9,66.06
P050,Very Good,463.43,245.24,18.14,70.83,39.2,3.14,1.79,8.61,59.25,426.3,1.34,7.52,99.11,100.47
P050,Very Good,663.44,509.46,10.23,90.68,35.93,5.34,1.7,5.41,93.35,478.84,8.25,8.42,88.84,89.78
P050,Very Good,1114.95,427.69,16.0,105.3,63.09,0.3,1.58,5.0,73.23,275.85,3.09,4.14,93.41,83.91
P050,Very Good,650.62,560.84,26.64,63.75,11.11,2.02,1.97,9.82,99.61,461.22,2.84,2.22,74.96,58.8
P050,Very Good,1099.77,242.04,38.02,77.86,86.64,2.51,0.25,4.49,76.71,402.2,3.71,9.74,63.63,94.03
P050,Very Good,1495.29,854.1,22.71,97.45,51.41,3.29,0.97,3.72,71.43,268.23,7.89,9.94,92.57,60.66
P050,Very Good,916.26,300.32,10.29,80.04,64.85,4.51,1.94,5.01,73.05,416.64,6.72,2.89,97.86,76.64
P050,Very Good,1357.85,594.7,14.82,93.43,11.68,2.58,0.13,2.95,83.88,272.89,6.83,7.57,81.68,92.83
P050,Very Good,1329.86,608.51,22.46,88.71,59.26,5.32,1.91,1.87,80.18,254.22,8.27,6.67,58.11,88.66
P050,Very Good,595.67,567.54,22.69,63.3,38.38,2.44,1.46,2.22,59.3,242.09,2.61,5.29,57.22,95.99
P050,Very Good,1112.2,379.3,29.54,65.22,0.19,1.84,0.13,4.63,50.98,254.1,8.26,1.94,68.22,63.68
P050,Very Good,842.19,717.48,38.04,76.39,53.93,2.87,1.75,1.56,59.25,401.53,6.44,7.95,59.91,81.16
P050,Very Good,845.47,662.05,29.88,66.55,35.66,1.35,1.52,2.77,62.74,432.77,8.36,2.42,86.26,50.58
P050,Very Good,425.23,412.61,32.21,65.81,40.12,1.06,0.26,5.75,84.24,370.86,7.19,2.38,99.99,67.38
P050,Very Good,1203.71,767.3,34.65,91.01,70.21,3.09,1.84,7.52,67.48,387.39,7.23,2.23,79.17,77.37
P050,Very Good,993.14,146.43,5.74,64.81,9.44,4.91,0.17,8.12,98.3,361.83,8.48,3.86,79.41,95.0
P050,Very Good,1600.56,282.75,25.7,87.38,86.44,1.24,1.58,1.57,96.81,298.12,4.41,3.58,99.42,64.22
P050,Very Good,1504.94,202.61,24.09,93.89,72.6,1.25,0.44,2.72,94.67,521.28,2.17,3.96,75.42,105.74
P050,Very Good,481.97,117.64,29.05,85.98,44.5,1.39,0.55,8.28,90.86,338.98,10.73,3.27,82.77,58.04
P050,Very Good,726.82,225.39,2.9,91.36,79.1,4.39,0.74,9.65,89.73,337.93,10.21,10.01,88.07,55.49
P050,Very Good,464.89,231.81,21.19,73.05,89.25,2.9,0.93,10.02,53.77,511.95,6.67,7.7,83.39,50.93
P051,Very Good,1395.37,700.88,5.82,72.77,68.35,0.16,1.14,1.97,92.44,275.47,8.66,8.93,73.18,88.08
P051,Very Good,534.87,677.8,34.98,91.66,59.41,1.6,0.61,3.46,70.89,454.91,2.33,3.96,58.85,71.22
P051,Very Good,1116.27,353.74,12.08,65.93,35.99,0.65,0.75,7.85,54.18,461.21,5.05,2.43,76.43,83.67
P051,Very Good,834.56,239.93,25.9,71.34,56.58,1.36,0.53,7.04,80.62,306.81,3.89,9.84,54.65,91.76
P051,Very Good,683.21,267.01,24.66,79.26,57.28,0.76,1.13,3.85,69.2,519.4,8.87,8.99,70.57,61.51
P051,Very Good,1027.77,739.06,27.0,72.79,73.92,4.51,0.89,8.22,76.37,262.68,8.07,7.9,91.7,54.03
P051,Very Good,1085.05,491.48,3.84,81.24,88.5,0.83,0.74,4.25,77.99,256.64,2.39,4.59,67.8,82.53
P051,Very Good,1283.56,549.54,41.37,105.34,100.46,3.21,1.21,3.86,78.2,380.35,4.96,9.39,61.85,61.48
P051,Very Good,1481.76,384.44,39.2,103.57,98.16,0.91,0.3,4.2,65.9,217.69,3.0,6.63,94.77,95.99
P051,Very Good,784.45,562.68,40.32,81.58,82.32,0.61,1.1,1.93,83.41,236.64,3.78,3.75,79.87,75.64
P051,Very Good,749.25,579.67,30.58,91.67,26.83,5.1,1.04,4.59,92.75,267.94,7.6,6.16,72.79,53.5
P051,Very Good,1279.99,197.31,23.19,95.67,87.66,3.12,0.62,7.53,68.32,381.82,3.34,2.0,95.01,81.09
P051,Very Good,873.48,679.86,6.99,99.91,15.58,3.01,0.78,7.38,58.48,406.51,1.7,3.69,75.69,53.88
P051,Very Good,507.37,204.69,33.73,94.82,41.71,3.31,1.86,1.84,71.93,342.23,7.11,5.32,66.88,53.33
P051,Very Good,959.85,668.98,34.06,72.29,12.07,3.19,1.08,5.2,79.84,373.75,2.59,9.25,63.74,83.26
P051,Very Good,1119.55,508.74,22.43,78.3,79.58,3.61,0.15,9.32,92.12,512.19,4.76,2.15,101.87,102.39
P051,Very Good,452.64,257.2,39.82,79.57,3.69,1.56,0.43,10.08,99.95,329.48,4.42,7.37,97.95,98.2
P051,Very Good,1193.16,370.07,41.19,72.61,57.91,2.37,0.45,5.37,64.63,481.54,9.4,2.25,90.29,102.64
P051,Very Good,862.3,418.83,2.7,67.47,81.67,4.5,0.86,4.1,103.49,506.79,3.9,9.82,65.76,90.45
P051,Very Good,1253.7,809.34,31.19,95.11,59.48,3.81,1.72,2.78,93.79,459.34,4.63,10.18,92.02,52.14
P051,Very Good,1559.9,256.24,3.29,81.17,65.56,4.9,0.11,9.88,107.91,388.51,3.85,8.67,97.69,90.42
P051,Very Good,799.2,128.92,19.42,97.52,74.44,5.16,1.38,7.03,63.53,296.0,7.71,1.06,69.33,88.65
P051,Very Good,1176.53,204.63,17.76,71.01,68.82,3.89,0.77,8.19,79.96,383.77,3.21,3.45,94.54,79.52
P051,Very Good,441.21,130.06,39.42,67.9,17.9,4.7,0.63,8.8,96.51,351.0,4.23,6.75,60.08,86.38
P051,Very Good,673.71,396.17,6.92,101.25,53.39,2.34,0.44,9.17,54.08,259.44,10.78,5.23,98.23,99.93
P051,Very Good,1186.61,390.11,2.01,74.76,87.35,3.59,0.11,6.25,88.83,432.35,9.09,4.79,101.32,78.31
P051,Very Good,1256.89,500.76,19.69,96.39,51.49,4.96,1.56,9.43,54.93,427.29,2.54,10.31,86.99,85.22
P051,Very Good,1167.5,289.61,22.33,94.61,12.01,1.82,1.41,8.29,69.44,374.97,3.71,2.11,73.72,72.6
P051,Very Good,1051.99,112.63,25.4,73.63,24.04,0.48,1.76,3.47,67.01,252.58,9.52,9.95,78.31,98.57
P051,Very Good,699.02,508.88,27.22,86.95,76.73,2.37,1.5,8.77,57.39,482.4,1.63,8.48,75.12,52.82
P051,Very Good,1559.41,724.96,36.77,70.54,35.17,3.34,1.74,6.99,82.41,371.82,7.64,2.03,59.67,95.36
P051,Very Good,1078.55,228.37,34.85,63.83,9.99,3.65,2.06,6.17,94.74,285.06,5.11,3.89,77.23,91.98
P051,Very Good,1415.35,857.43,25.79,104.48,31.49,4.5,0.46,9.38,75.56,337.13,1.87,4.22,74.31,88.44
P051,Very Good,1282.69,780.39,35.66,97.98,101.71,3.96,1.44,3.95,91.11,279.0,2.97,2.36,81.38,57.35
P051,Very Good,715.98,587.38,6.45,102.42,34.55,0.33,0.53,10.15,98.79,291.14,9.89,9.47,75.07,97.84
P051,Very Good,1268.67,186.23,11.68,71.01,81.45,2.26,1.0,1.12,73.72,240.92,8.97,1.32,94.4,100.11
P051,Very Good,920.15,518.56,2.38,64.89,81.44,4.12,0.12,6.07,71.17,345.51,2.78,5.87,85.55,71.25
P051,Very Good,1413.52,158.73,19.04,79.02,2.9,4.0,0.59,4.59,77.24,293.25,9.74,8.59,90.28,94.61
P051,Very Good,642.78,502.61,2.77,86.54,92.67,0.92,1.37,6.78,52.03,395.08,1.15,9.73,93.26,86.31
P051,Very Good,540.02,175.22,41.28,75.7,22.48,1.16,1.95,1.87,86.14,416.02,1.38,7.05,51.71,78.12
P051,Very Good,1198.92,729.79,21.27,84.9,85.79,1.39,1.61,8.99,68.56,479.72,2.48,9.92,85.81,70.12
P051,Very Good,720.29,762.16,25.13,99.21,81.91,3.15,1.16,1.95,73.21,367.67,8.7,3.99,104.01,87.26
P051,Very Good,1178.15,188.95,30.76,98.71,79.6,1.18,1.0,3.01,99.2,445.31,7.71,2.6,95.42,93.64
P051,Very Good,1543.86,589.34,35.96,69.6,36.83,1.22,1.5,5.8,85.05,401.76,2.91,2.4,97.29,60.78
P051,Very Good,860.98,616.1,9.96,89.59,18.64,1.17,0.92,6.56,93.45,381.68,9.59,8.36,50.26,58.08
P051,Very Good,1260.12,776.64,13.8,100.83,16.59,1.22,0.38,10.3,70.21,220.6,10.32,5.69,71.86,80.03
P051,Very Good,1043.09,399.94,11.33,102.44,58.72,0.65,0.28,7.6,97.93,349.02,6.97,8.82,61.22,101.79
P051,Very Good,1512.62,525.64,15.5,66.5,70.18,0.51,1.67,1.54,99.27,513.74,8.47,4.69,68.54,76.78
P051,Very Good,1081.58,612.23,13.54,85.0,14.9,3.7,1.26,3.89,79.57,214.92,1.93,7.47,53.26,82.18
P051,Very Good,1567.82,311.86,16.03,87.51,25.45,3.38,0.99,1.84,60.48,475.75,4.79,6.09,65.52,59.9
P051,Very Good,1152.96,425.33,17.19,67.57,100.37,1.18,1.86,3.71,51.75,350.92,8.19,1.95,55.17,92.29
P051,Very Good,469.75,541.78,29.48,92.29,20.16,1.08,1.26,3.75,57.4,497.27,3.7,3.42,60.43,94.01
P051,Very Good,1135.57,510.68,21.31,73.28,9.58,3.81,0.7,8.74,66.02,353.94,8.4,5.04,82.32,70.63
P051,Very Good,1003.41,468.87,30.32,66.12,2.99,3.44,1.29,1.35,73.28,394.43,2.11,3.6,56.15,103.21
P051,Very Good,1220.16,533.77,16.66,95.79,40.35,4.77,0.69,3.59,90.58,359.93,5.42,7.97,94.43,95.04
P051,Very Good,686.38,633.89,31.98,71.02,89.19,2.05,1.25,3.07,61.68,401.77,8.4,4.73,78.25,103.19
P051,Very Good,1361.42,287.54,31.21,87.72,74.15,1.41,0.39,7.51,91.9,490.27,5.28,8.55,78.42,55.45
P051,Very Good,1471.76,136.6,16.96,75.34,90.42,5.16,0.91,10.86,89.64,231.24,8.34,3.38,106.23,51.23
P051,Very Good,1065.3,382.87,1.14,82.07,20.74,3.53,1.2,5.8,101.4,307.21,1.91,2.88,101.59,71.46
P051,Very Good,750.42,792.11,37.31,98.36,12.2,2.71,1.59,7.21,78.9,236.92,3.73,10.5,101.5,56.73
P051,Very Good,1059.29,597.84,27.92,67.4,58.38,1.43,1.18,10.07,87.77,330.87,2.39,1.54,67.18,62.59
P051,Very Good,1134.29,112.21,13.94,84.85,62.15,3.68,0.32,6.13,97.33,487.3,1.05,1.94,57.86,74.22
P051,Very Good,577.63,205.93,35.23,100.12,58.34,2.18,0.51,8.07,67.34,216.7,2.93,8.26,80.55,58.27
P051,Very Good,1183.29,283.72,8.37,97.03,5.84,0.31,1.83,4.21,71.97,243.11,4.52,2.47,102.6,60.02
P051,Very Good,1127.3,117.85,15.56,72.33,85.91,1.23,1.93,4.56,93.79,230.38,9.49,1.71,55.16,62.44
P051,Very Good,340.85,444.41,6.02,101.42,72.82,3.25,0.77,2.6,104.91,275.24,4.97,4.97,68.63,60.39
P051,Very Good,633.32,760.61,8.39,69.72,39.7,4.54,0.06,10.65,92.65,230.73,3.97,4.15,66.48,85.34
P051,Very Good,1618.99,676.0,4.33,72.64,73.16,4.84,0.43,8.39,100.14,490.69,7.17,3.5,67.51,91.49
P051,Very Good,1192.17,388.31,40.16,62.88,36.55,1.15,0.67,5.12,83.08,456.67,2.62,7.32,76.98,74.81
P051,Very Good,1255.49,802.41,12.13,89.91,57.95,2.13,1.04,7.77,106.4,495.28,6.94,1.49,82.07,81.77
P051,Very Good,1157.31,410.42,23.8,76.8,21.77,5.09,2.03,7.4,75.86,354.47,3.41,6.67,99.66,88.02
P051,Very Good,1319.14,127.36,31.52,74.27,69.43,3.59,1.11,7.45,87.69,388.39,5.06,1.98,103.03,50.62
P051,Very Good,506.9,476.13,8.58,70.39,7.92,0.49,0.68,2.33,79.76,352.33,2.22,5.44,78.98,60.76
P051,Very Good,1419.41,687.76,20.68,90.69,19.67,4.23,0.54,6.47,100.46,394.03,8.8,5.33,55.84,67.93
P051,Very Good,1051.28,664.65,16.98,70.69,24.7,2.21,1.92,10.05,65.88,293.83,3.56,5.21,55.83,84.89
P051,Very Good,959.06,751.03,8.54,107.31,59.53,0.29,1.29,8.77,93.9,429.63,9.6,3.61,93.84,87.07
P051,Very Good,1453.26,533.36,33.91,78.6,21.58,1.94,0.86,8.89,70.41,335.39,9.1,4.47,95.45,56.56
P051,Very Good,1480.32,725.29,35.62,94.68,62.96,0.68,0.63,5.67,85.32,250.61,1.06,8.62,87.58,59.62
P051,Very Good,1564.43,150.41,40.19,80.21,56.53,2.77,1.55,7.17,101.43,277.09,4.74,3.24,62.66,62.87
P051,Very Good,752.33,475.56,31.77,71.62,2.34,1.2,0.36,1.17,75.35,218.25,8.59,8.04,54.37,97.74
P051,Very Good,559.28,216.9,34.63,73.23,66.65,1.98,1.06,2.75,76.31,332.98,4.43,2.61,54.26,80.13
P051,Very Good,742.13,821.74,13.27,90.17,45.45,2.79,0.89,5.55,78.37,484.55,6.29,9.75,90.62,53.69
P051,Very Good,1072.72,711.11,36.78,81.35,87.45,2.05,0.19,3.0,93.92,316.54,1.14,7.35,94.87,73.18
P051,Very Good,336.48,549.75,25.56,89.13,65.65,0.14,0.78,8.52,53.1,451.16,9.6,9.1,66.04,91.67
P051,Very Good,1316.22,164.78,12.95,63.11,81.85,3.55,0.97,3.61,73.79,270.84,4.28,1.51,97.49,54.09
P051,Very Good,498.19,807.88,30.02,82.97,102.33,4.74,2.12,6.18,98.12,241.18,8.86,7.57,95.37,61.69
P051,Very Good,1176.49,154.26,19.05,84.2,9.49,1.41,1.01,8.85,93.31,394.09,6.81,7.25,75.77,53.49
P051,Very Good,1044.54,460.57,18.97,97.92,77.34,4.81,0.75,5.59,91.55,426.22,8.66,9.78,67.15,55.2
P051,Very Good,1055.91,709.92,32.98,81.41,65.9,0.13,0.41,5.88,68.31,217.68,7.37,2.15,61.32,53.85
P051,Very Good,1052.89,543.04,5.09,74.74,49.62,3.77,0.27,1.41,90.61,399.02,6.07,1.25,103.88,103.49
P051,Very Good,1406.27,640.65,23.75,98.69,105.05,1.85,0.84,6.71,67.21,285.58,9.03,5.5,79.98,51.61
P051,Very Good,632.36,255.09,3.22,77.18,26.59,1.14,0.35,4.16,74.05,368.18,8.46,1.85,69.78,80.77
P051,Very Good,1045.09,511.51,42.82,81.36,43.62,0.48,0.74,6.41,82.29,304.75,3.04,8.62,60.42,56.63
P051,Very Good,1204.96,648.24,21.43,102.63,93.9,2.69,1.1,6.02,69.86,328.92,9.6,1.18,68.76,106.86
P051,Very Good,376.42,686.04,9.29,73.04,6.21,2.04,1.97,4.89,84.32,357.35,10.34,2.69,60.25,87.31
P051,Very Good,1167.48,473.65,8.17,92.31,101.67,2.23,0.75,5.78,75.45,454.91,7.51,4.03,101.24,65.39
P051,Very Good,1084.43,184.53,9.38,68.62,101.77,2.94,0.41,8.32,79.27,309.58,2.29,3.49,75.01,57.86
P051,Very Good,833.57,512.85,31.73,98.93,24.98,4.19,0.23,5.29,98.36,228.88,8.97,4.8,104.7,56.3
P051,Very Good,1028.3,361.62,13.17,83.48,65.37,0.63,0.92,2.72,106.83,471.73,6.11,7.48,60.92,64.57
P051,Very Good,360.39,360.62,6.32,100.23,7.44,0.47,0.44,7.46,104.75,269.81,10.29,9.55,65.92,91.34
P052,Excellent,815.2,860.18,12.34,94.67,34.05,3.1,1.01,8.13,114.73,392.08,4.39,6.88,100.48,99.24
P052,Excellent,1150.48,132.41,4.69,123.65,58.44,5.32,2.04,7.17,93.08,482.32,2.94,6.83,71.15,68.95
P052,Excellent,1419.96,603.2,25.94,105.06,96.32,1.07,1.04,4.69,94.81,237.8,3.01,9.86,95.17,107.35
P052,Excellent,1625.98,799.23,2.32,99.19,76.87,1.29,0.45,8.56,82.23,312.28,1.59,10.63,78.71,71.94
P052,Excellent,868.45,298.29,36.08,75.61,22.02,2.61,0.04,2.47,106.76,571.31,7.02,10.52,66.33,89.68
P052,Excellent,1463.44,134.07,17.09,94.88,39.48,1.77,1.26,5.07,112.51,484.04,2.7,10.04,88.61,70.85
P052,Excellent,1011.98,123.22,40.48,96.45,16.28,1.4,2.01,4.67,102.77,439.91,10.25,11.33,66.45,82.92
P052,Excellent,782.7,513.92,22.2,88.14,43.45,2.91,1.97,9.91,80.01,404.22,1.56,9.2,87.06,112.17
P052,Excellent,1176.0,917.0,29.9,104.88,8.56,2.6,0.51,6.99,63.41,283.48,10.58,8.43,83.29,80.48
P052,Excellent,1893.36,311.7,13.95,91.67,14.63,4.56,1.5,11.05,109.8,297.31,8.4,3.15,98.88,75.14
P052,Excellent,757.22,431.52,21.66,76.09,104.59,3.5,2.41,9.42,97.8,246.15,1.73,1.3,61.25,104.4
P052,Excellent,1070.32,527.97,44.85,108.32,85.99,0.79,0.42,3.31,83.14,332.47,9.45,10.97,113.33,79.4
P052,Excellent,1045.63,782.06,17.81,81.38,77.11,3.67,0.99,8.24,63.58,298.46,7.22,2.67,105.66,120.14
P052,Excellent,1227.25,341.49,8.35,116.65,51.83,3.5,0.58,11.13,100.18,466.73,3.64,4.58,107.76,88.68
P052,Excellent,1150.54,546.55,5.65,109.54,80.43,0.59,1.29,1.47,110.18,288.78,10.66,5.24,73.73,73.52
P052,Excellent,817.67,684.51,29.35,100.44,13.95,0.33,1.64,10.46,74.08,553.56,4.65,9.23,62.97,103.84
P052,Excellent,396.43,249.12,8.14,72.96,27.59,1.6,2.09,6.16,74.15,270.16,9.13,5.14,114.42,71.08
P052,Excellent,1759.48,413.74,4.35,80.76,78.77,0.8,0.73,10.73,59.49,435.69,9.69,9.7,88.26,110.01
P052,Excellent,826.32,617.57,8.93,105.82,110.45,1.53,0.91,10.33,113.38,441.18,3.53,10.87,100.19,91.2
P052,Excellent,503.4,577.57,15.94,72.8,26.59,3.39,1.12,8.22,97.12,563.14,9.74,6.74,74.85,86.22
P052,Excellent,1446.17,575.18,2.76,98.51,102.65,0.89,1.99,8.76,107.96,369.11,11.42,7.67,84.29,66.21
P052,Excellent,433.43,368.1,41.65,111.28,3.38,5.37,0.64,12.49,89.83,309.13,6.66,6.14,70.85,100.28
P052,Excellent,457.03,518.11,3.5,96.07,75.61,5.4,2.4,11.35,81.04,251.28,7.7,7.89,117.0,118.56
P052,Excellent,443.24,317.85,17.38,77.63,103.89,1.2,1.02,6.42,100.89,249.39,11.51,8.37,71.61,118.6
P052,Excellent,863.97,667.54,45.74,73.69,63.75,5.48,0.37,5.91,116.81,240.63,9.31,9.31,72.38,97.3
P052,Excellent,707.75,615.25,46.22,92.17,8.94,5.39,1.41,11.3,107.03,542.88,2.72,3.16,72.8,90.36
P052,Excellent,994.46,1025.28,15.25,81.66,95.98,6.35,1.97,10.19,74.63,316.9,4.81,9.83,108.61,73.96
